invoice_id,company_id,deal_id,invoice_date,product_code,product_name,line_amount_nzd,total_amount_nzd,notes
INV301185,C101389,D200253,2024-11-01,ADD_ON_TKR,TKR Add-on,344,344,downgrade
INV301186,C101389,D200253,2024-12-01,ADD_ON_TKR,TKR Add-on,542,542,
INV301187,C101389,D200253,2025-01-01,ADD_ON_TKR,TKR Add-on,542,542,
INV301188,C101389,D200253,2025-02-01,ADD_ON_TKR,TKR Add-on,542,542,
INV301189,C101389,D200253,2025-03-01,ADD_ON_TKR,TKR Add-on,542,542,
INV301190,C100566,D200255,2024-04-01,PAYROLL_DIY,Payroll DIY,3480,3480,
INV301191,C100566,D200255,2024-05-01,PAYROLL_DIY,Payroll DIY,3480,3480,
INV301192,C100566,D200255,2024-06-01,PAYROLL_DIY,Payroll DIY,3480,3480,
INV301193,C100566,D200255,2024-07-01,PAYROLL_DIY,Payroll DIY,3480,3480,
INV301194,C100566,D200255,2024-08-01,PAYROLL_DIY,Payroll DIY,3480,3480,
INV301195,C100566,D200255,2024-09-01,PAYROLL_DIY,Payroll DIY,3480,3480,
INV301196,C100566,D200255,2024-10-01,PAYROLL_DIY,Payroll DIY,3480,3480,
INV301197,C100566,D200255,2024-11-01,PAYROLL_DIY,Payroll DIY,3480,3480,
INV301198,C100566,D200255,2024-12-01,PAYROLL_DIY,Payroll DIY,3480,3480,
INV301199,C104823,D200256,2024-07-01,ADD_ON_TKR,TKR Add-on,877,877,
INV301200,C104823,D200256,2024-08-01,ADD_ON_TKR,TKR Add-on,877,877,
INV301201,C104823,D200256,2024-09-01,ADD_ON_TKR,TKR Add-on,877,877,
INV301202,C102424,D200257,2024-09-01,PM,People Management,623,623,
INV301203,C102424,D200257,2024-10-01,PM,People Management,623,623,
INV301204,C102424,D200257,2024-11-01,PM,People Management,623,623,
INV301205,C102424,D200257,2024-12-01,PM,People Management,623,623,
INV301206,C102424,D200257,2025-01-01,PM,People Management,623,623,
INV301207,C102424,D200257,2025-02-01,PM,People Management,623,623,
INV301208,C102424,D200257,2025-03-01,PM,People Management,623,623,
INV301209,C102424,D200257,2025-04-01,PM,People Management,623,623,
INV301210,C102424,D200257,2025-05-01,PM,People Management,623,623,
INV301211,C104759,D200259,2024-08-01,ADD_ON_TKR,TKR Add-on,1204,1204,
INV301212,C104759,D200259,2024-09-01,ADD_ON_TKR,TKR Add-on,1204,1204,
INV301213,C104759,D200259,2024-10-01,ADD_ON_TKR,TKR Add-on,1204,1204,
INV301214,C104759,D200259,2024-11-01,ADD_ON_TKR,TKR Add-on,1204,1204,
INV301215,C104759,D200259,2024-12-01,ADD_ON_TKR,TKR Add-on,1204,1546,
INV301215,C104759,D200259,2024-12-01,PAYROLL_MPS,Managed Payroll,342,1546,addon
INV301216,C104967,D200260,2024-08-01,PAYROLL_DIY,Payroll DIY,1303,1303,
INV301217,C104967,D200260,2024-09-01,PAYROLL_DIY,Payroll DIY,1303,1303,
INV301218,C104967,D200260,2024-10-01,PAYROLL_DIY,Payroll DIY,1303,1811,
INV301218,C104967,D200260,2024-10-01,PAYROLL_MPS,Managed Payroll,508,1811,addon
INV301219,C104967,D200260,2024-11-01,PAYROLL_DIY,Payroll DIY,1303,1303,
INV301220,C104967,D200260,2024-12-01,PAYROLL_DIY,Payroll DIY,1303,1303,
INV301221,C103327,D200261,2024-08-01,ADD_ON_TKR,TKR Add-on,567,567,
INV301222,C103327,D200261,2024-09-01,ADD_ON_TKR,TKR Add-on,567,567,
INV301223,C103327,D200261,2024-10-01,ADD_ON_TKR,TKR Add-on,567,567,
INV301224,C103159,D200262,2025-07-01,PAYROLL_DIY,Payroll DIY,1245,1245,
INV301225,C103159,D200262,2025-08-01,PAYROLL_DIY,Payroll DIY,1245,1245,
INV301226,C103159,D200262,2025-09-01,PAYROLL_DIY,Payroll DIY,1245,1245,
INV301227,C103159,D200262,2025-10-01,PAYROLL_DIY,Payroll DIY,1245,1245,
INV301228,C103159,D200262,2025-11-01,PAYROLL_DIY,Payroll DIY,1245,1245,
INV301229,C103159,D200262,2025-12-01,PAYROLL_DIY,Payroll DIY,1245,1245,
INV301230,C103159,D200262,2026-01-01,PAYROLL_DIY,Payroll DIY,1245,1245,
INV301231,C103159,D200262,2026-02-01,PAYROLL_DIY,Payroll DIY,1245,1245,
INV301232,C103159,D200262,2026-03-01,PAYROLL_DIY,Payroll DIY,1245,1245,
INV301233,C102604,D200263,2025-03-01,PAYROLL_DIY,Payroll DIY,1599,1599,
INV301234,C102604,D200263,2025-04-01,PAYROLL_DIY,Payroll DIY,1599,1599,
INV301235,C102604,D200263,2025-05-01,PAYROLL_DIY,Payroll DIY,1599,1599,
INV301236,C102604,D200263,2025-06-01,PAYROLL_DIY,Payroll DIY,1599,1599,
INV301237,C102604,D200263,2025-07-01,PAYROLL_DIY,Payroll DIY,1599,1599,
INV301238,C103287,D200264,2024-11-01,ADD_ON_TKR,TKR Add-on,722,722,
INV301239,C103825,D200265,2025-09-01,ADD_ON_TKR,TKR Add-on,1098,1098,
INV301240,C103825,D200265,2025-10-01,ADD_ON_TKR,TKR Add-on,1098,1098,
INV301241,C104068,D200266,2024-11-01,ADD_ON_TKR,TKR Add-on,490,490,
INV301242,C104068,D200266,2024-12-01,ADD_ON_TKR,TKR Add-on,490,683,
INV301242,C104068,D200266,2024-12-01,PAYROLL_MPS,Managed Payroll,193,683,addon
INV301243,C104068,D200266,2025-01-01,ADD_ON_TKR,TKR Add-on,355,355,downgrade
INV301244,C104068,D200266,2025-02-01,ADD_ON_TKR,TKR Add-on,490,490,
INV301245,C104068,D200266,2025-03-01,ADD_ON_TKR,TKR Add-on,490,490,
INV301246,C104068,D200266,2025-04-01,ADD_ON_TKR,TKR Add-on,490,490,
INV301247,C101770,D200267,2025-09-01,ADD_ON_TKR,TKR Add-on,408,408,
INV301248,C101770,D200267,2025-10-01,ADD_ON_TKR,TKR Add-on,408,408,
INV301249,C101770,D200267,2025-11-01,ADD_ON_TKR,TKR Add-on,408,408,
INV301250,C101770,D200267,2025-12-01,ADD_ON_TKR,TKR Add-on,408,408,
INV301251,C101770,D200267,2026-01-01,ADD_ON_TKR,TKR Add-on,408,408,
INV301252,C101770,D200267,2026-02-01,ADD_ON_TKR,TKR Add-on,408,408,
INV301253,C103112,D200268,2024-12-01,PAYROLL_DIY,Payroll DIY,2490,2490,
INV301254,C103112,D200268,2025-01-01,PAYROLL_DIY,Payroll DIY,3199,3199,upgrade
INV301255,C103112,D200268,2025-02-01,PAYROLL_DIY,Payroll DIY,2490,2490,
INV301256,C103112,D200268,2025-03-01,PAYROLL_DIY,Payroll DIY,2490,2490,
INV301257,C103112,D200268,2025-04-01,PAYROLL_DIY,Payroll DIY,2490,3136,
INV301257,C103112,D200268,2025-04-01,ADD_ON_TKR,TKR Add-on,646,3136,addon
INV301258,C103911,D200270,2025-03-01,PM,People Management,897,1095,
INV301258,C103911,D200270,2025-03-01,PAYROLL_MPS,Managed Payroll,198,1095,addon
INV301259,C103911,D200270,2025-04-01,PM,People Management,897,897,
INV301260,C103911,D200270,2025-05-01,PM,People Management,897,897,
INV301261,C103911,D200270,2025-06-01,PM,People Management,897,897,
INV301262,C103911,D200270,2025-07-01,PM,People Management,897,897,
INV301263,C103911,D200270,2025-08-01,PM,People Management,897,897,
INV301264,C101014,D200271,2024-06-01,ADD_ON_TKR,TKR Add-on,753,753,
INV301265,C101014,D200271,2024-07-01,ADD_ON_TKR,TKR Add-on,500,500,credit
INV301266,C101014,D200271,2024-08-01,ADD_ON_TKR,TKR Add-on,753,753,
INV301267,C101014,D200271,2024-09-01,ADD_ON_TKR,TKR Add-on,753,753,
INV301268,C101014,D200271,2024-10-01,ADD_ON_TKR,TKR Add-on,753,753,
INV301269,C101014,D200271,2024-11-01,ADD_ON_TKR,TKR Add-on,753,1025,
INV301269,C101014,D200271,2024-11-01,PM,People Management,272,1025,addon
INV301270,C101014,D200271,2024-12-01,ADD_ON_TKR,TKR Add-on,753,753,
INV301271,C101014,D200271,2025-01-01,ADD_ON_TKR,TKR Add-on,753,753,
INV301272,C101014,D200271,2025-02-01,ADD_ON_TKR,TKR Add-on,753,753,
INV301273,C101125,D200272,2024-12-01,ADD_ON_TKR,TKR Add-on,1030,1030,
INV301274,C101125,D200272,2025-01-01,ADD_ON_TKR,TKR Add-on,1030,1030,
INV301275,C101125,D200272,2025-02-01,ADD_ON_TKR,TKR Add-on,1030,1299,
INV301275,C101125,D200272,2025-02-01,PAYROLL_MPS,Managed Payroll,269,1299,addon
INV301276,C101125,D200272,2025-03-01,ADD_ON_TKR,TKR Add-on,1030,1030,
INV301277,C101125,D200272,2025-04-01,ADD_ON_TKR,TKR Add-on,1030,1030,
INV301278,C101125,D200272,2025-05-01,ADD_ON_TKR,TKR Add-on,1030,1030,
INV301279,C101125,D200272,2025-06-01,ADD_ON_TKR,TKR Add-on,1030,1030,
INV301280,C101125,D200272,2025-07-01,ADD_ON_TKR,TKR Add-on,1268,1268,upgrade
INV301281,C101125,D200272,2025-08-01,ADD_ON_TKR,TKR Add-on,1030,1030,
INV301282,C100454,D200273,2025-02-01,ADD_ON_TKR,TKR Add-on,1382,1382,
INV301283,C102472,D200274,2025-01-01,PAYROLL_DIY,Payroll DIY,1595,1595,
INV301284,C102472,D200274,2025-02-01,PAYROLL_DIY,Payroll DIY,1595,1595,
INV301285,C102472,D200274,2025-03-01,PAYROLL_DIY,Payroll DIY,1595,1595,
INV301286,C102472,D200274,2025-04-01,PAYROLL_DIY,Payroll DIY,1595,1595,
INV301287,C102472,D200274,2025-05-01,PAYROLL_DIY,Payroll DIY,1595,1595,
INV301288,C104744,D200277,2024-10-01,PAYROLL_DIY,Payroll DIY,2708,2708,
INV301289,C104744,D200277,2024-11-01,PAYROLL_DIY,Payroll DIY,2708,2708,
INV301290,C104744,D200277,2024-12-01,PAYROLL_DIY,Payroll DIY,2708,2708,
INV301291,C104744,D200277,2025-01-01,PAYROLL_DIY,Payroll DIY,2708,2708,
INV301292,C101580,D200278,2025-03-01,PAYROLL_MPS,Managed Payroll,6073,6073,
INV301293,C100930,D200279,2024-11-01,PAYROLL_MPS,Managed Payroll,6453,6453,
INV301294,C100930,D200279,2024-12-01,PAYROLL_MPS,Managed Payroll,6453,6453,
INV301295,C100930,D200279,2025-01-01,PAYROLL_MPS,Managed Payroll,6453,6453,
INV301296,C100635,D200280,2024-07-01,PAYROLL_DIY,Payroll DIY,605,605,
INV301297,C101321,D200281,2025-04-01,PM,People Management,193,193,
INV301298,C101321,D200281,2025-05-01,PM,People Management,193,193,
INV301299,C101321,D200281,2025-06-01,PM,People Management,193,193,
INV301300,C101321,D200281,2025-07-01,PM,People Management,193,193,
INV301301,C101321,D200281,2025-08-01,PM,People Management,193,193,
INV301302,C101321,D200281,2025-09-01,PM,People Management,193,193,
INV301303,C102417,D200283,2024-11-01,PAYROLL_DIY,Payroll DIY,1971,1971,
INV301304,C102417,D200283,2024-12-01,PAYROLL_DIY,Payroll DIY,1971,1971,
INV301305,C102417,D200283,2025-01-01,PAYROLL_DIY,Payroll DIY,1971,1971,
INV301306,C102417,D200283,2025-02-01,PAYROLL_DIY,Payroll DIY,1971,1971,
INV301307,C102046,D200284,2024-03-01,PAYROLL_DIY,Payroll DIY,1595,1595,
INV301308,C100699,D200285,2024-08-01,PAYROLL_MPS,Managed Payroll,5887,5887,
INV301309,C100699,D200285,2024-09-01,PAYROLL_MPS,Managed Payroll,5887,5887,
INV301310,C100699,D200285,2024-10-01,PAYROLL_MPS,Managed Payroll,5887,5887,
INV301311,C100699,D200285,2024-11-01,PAYROLL_MPS,Managed Payroll,5887,5887,
INV301312,C100699,D200285,2024-12-01,PAYROLL_MPS,Managed Payroll,5887,5887,
INV301313,C100699,D200285,2025-01-01,PAYROLL_MPS,Managed Payroll,5887,5887,
INV301314,C102764,D200286,2025-04-01,PM,People Management,660,660,
INV301315,C102764,D200286,2025-05-01,PM,People Management,660,660,
INV301316,C102764,D200286,2025-06-01,PM,People Management,660,660,
INV301317,C102764,D200286,2025-07-01,PM,People Management,660,660,
INV301318,C102764,D200286,2025-08-01,PM,People Management,660,660,
INV301319,C104892,D200287,2024-06-01,PM,People Management,1596,1596,
INV301320,C100487,D200288,2025-01-01,PAYROLL_MPS,Managed Payroll,2917,2917,
INV301321,C100487,D200288,2025-02-01,PAYROLL_MPS,Managed Payroll,2917,2917,
INV301322,C100487,D200288,2025-03-01,PAYROLL_MPS,Managed Payroll,2917,2917,
INV301323,C100487,D200288,2025-04-01,PAYROLL_MPS,Managed Payroll,2917,2917,
INV301324,C100487,D200288,2025-05-01,PAYROLL_MPS,Managed Payroll,2917,2917,
INV301325,C100487,D200288,2025-06-01,PAYROLL_MPS,Managed Payroll,2917,2917,
INV301326,C102214,D200289,2025-07-01,PM,People Management,1096,1096,
INV301327,C102214,D200289,2025-08-01,PM,People Management,1096,1096,
INV301328,C102214,D200289,2025-09-01,PM,People Management,1096,1096,
INV301329,C100351,D200291,2024-08-01,PM,People Management,228,228,
INV301330,C100351,D200291,2024-09-01,PM,People Management,228,228,
INV301331,C100351,D200291,2024-10-01,PM,People Management,228,228,
INV301332,C103410,D200293,2024-03-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV301333,C103410,D200293,2024-04-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV301334,C103410,D200293,2024-05-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV301335,C103410,D200293,2024-06-01,PAYROLL_DIY,Payroll DIY,2397,2397,upgrade
INV301336,C103410,D200293,2024-07-01,PAYROLL_DIY,Payroll DIY,2022,2022,
INV301337,C100779,D200294,2024-07-01,PM,People Management,2247,2247,
INV301338,C100779,D200294,2024-08-01,PM,People Management,2247,2247,
INV301339,C100779,D200294,2024-09-01,PM,People Management,2247,2247,
INV301340,C100779,D200294,2024-10-01,PM,People Management,2247,2247,
INV301341,C100779,D200294,2024-11-01,PM,People Management,2247,2247,
INV301342,C100779,D200294,2024-12-01,PM,People Management,2247,2247,
INV301343,C100779,D200294,2025-01-01,PM,People Management,2247,2247,
INV301344,C100779,D200294,2025-02-01,PM,People Management,2247,2247,
INV301345,C100779,D200294,2025-03-01,PM,People Management,2247,2247,
INV301346,C101295,D200296,2024-09-01,PM,People Management,952,952,
INV301347,C101295,D200296,2024-10-01,PM,People Management,952,952,
INV301348,C101295,D200296,2024-11-01,PM,People Management,952,952,
INV301349,C101295,D200296,2024-12-01,PM,People Management,952,1269,
INV301349,C101295,D200296,2024-12-01,PAYROLL_MPS,Managed Payroll,317,1269,addon
INV301350,C101295,D200296,2025-01-01,PM,People Management,952,952,
INV301351,C101295,D200296,2025-02-01,PM,People Management,952,952,
INV301352,C101295,D200296,2025-03-01,PM,People Management,952,952,
INV301353,C101295,D200296,2025-04-01,PM,People Management,952,952,
INV301354,C101295,D200296,2025-05-01,PM,People Management,952,952,
INV301355,C101295,D200296,2025-06-01,PM,People Management,952,952,
INV301356,C101295,D200296,2025-07-01,PM,People Management,952,952,
INV301357,C101295,D200296,2025-08-01,PM,People Management,952,952,
INV301358,C104089,D200298,2024-10-01,PAYROLL_DIY,Payroll DIY,1567,1567,
INV301359,C104089,D200298,2024-11-01,PAYROLL_DIY,Payroll DIY,1567,1567,
INV301360,C104089,D200298,2024-12-01,PAYROLL_DIY,Payroll DIY,1567,1567,
INV301361,C104089,D200298,2025-01-01,PAYROLL_DIY,Payroll DIY,1567,1567,
INV301362,C100293,D200299,2024-09-01,PAYROLL_DIY,Payroll DIY,2951,2951,
INV301363,C100293,D200299,2024-10-01,PAYROLL_DIY,Payroll DIY,2951,2951,
INV301364,C100293,D200299,2024-11-01,PAYROLL_DIY,Payroll DIY,2951,2951,
INV301365,C100293,D200299,2024-12-01,PAYROLL_DIY,Payroll DIY,2400,2400,downgrade
INV301366,C100293,D200299,2025-01-01,PAYROLL_DIY,Payroll DIY,2951,2951,
INV301367,C100293,D200299,2025-02-01,PAYROLL_DIY,Payroll DIY,2951,2951,
INV301368,C101497,D200300,2025-05-01,ADD_ON_TKR,TKR Add-on,175,175,
INV301369,C101497,D200300,2025-06-01,ADD_ON_TKR,TKR Add-on,175,175,
INV301370,C101497,D200300,2025-07-01,ADD_ON_TKR,TKR Add-on,127,127,downgrade
INV301371,C101497,D200300,2025-08-01,ADD_ON_TKR,TKR Add-on,175,213,
INV301371,C101497,D200300,2025-08-01,PAYROLL_MPS,Managed Payroll,38,213,addon
INV301372,C101497,D200300,2025-09-01,ADD_ON_TKR,TKR Add-on,175,175,
INV301373,C101497,D200300,2025-10-01,ADD_ON_TKR,TKR Add-on,175,175,
INV301374,C102613,D200301,2024-11-01,PAYROLL_DIY,Payroll DIY,2675,2675,
INV301375,C102613,D200301,2024-12-01,PAYROLL_DIY,Payroll DIY,0,0,free_trial
INV301376,C103763,D200302,2025-06-01,PAYROLL_DIY,Payroll DIY,2068,2068,
INV301377,C103763,D200302,2025-07-01,PAYROLL_DIY,Payroll DIY,2068,2068,
INV301378,C103008,D200303,2024-10-01,ADD_ON_TKR,TKR Add-on,606,606,
INV301379,C103008,D200303,2024-11-01,ADD_ON_TKR,TKR Add-on,606,606,
INV301380,C102835,D200304,2024-04-01,PAYROLL_DIY,Payroll DIY,388,388,
INV301381,C102835,D200304,2024-05-01,PAYROLL_DIY,Payroll DIY,388,388,
INV301382,C102835,D200304,2024-06-01,PAYROLL_DIY,Payroll DIY,465,554,upgrade
INV301382,C102835,D200304,2024-06-01,ADD_ON_TKR,TKR Add-on,89,554,addon
INV301383,C102835,D200304,2024-07-01,PAYROLL_DIY,Payroll DIY,388,388,
INV301384,C102835,D200304,2024-08-01,PAYROLL_DIY,Payroll DIY,388,388,
INV301385,C102835,D200304,2024-09-01,PAYROLL_DIY,Payroll DIY,388,388,
INV301386,C104733,D200305,2025-05-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301387,C104733,D200305,2025-06-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301388,C104733,D200305,2025-07-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301389,C104733,D200305,2025-08-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301390,C104733,D200305,2025-09-01,ADD_ON_TKR,TKR Add-on,962,962,upgrade
INV301391,C100094,D200306,2024-05-01,PM,People Management,1066,1066,
INV301392,C100094,D200306,2024-06-01,PM,People Management,1066,1066,
INV301393,C100094,D200306,2024-07-01,PM,People Management,1066,1066,
INV301394,C100094,D200306,2024-08-01,PM,People Management,1066,1066,
INV301395,C100094,D200306,2024-09-01,PM,People Management,1066,1066,
INV301396,C100094,D200306,2024-10-01,PM,People Management,1066,1066,
INV301397,C100094,D200306,2024-11-01,PM,People Management,1066,1066,
INV301398,C100094,D200306,2024-12-01,PM,People Management,1066,1066,
INV301399,C100094,D200306,2025-01-01,PM,People Management,1066,1066,
INV301400,C100094,D200306,2025-02-01,PM,People Management,1066,1066,
INV301401,C100094,D200306,2025-03-01,PM,People Management,1066,1066,
INV301402,C100094,D200306,2025-04-01,PM,People Management,1066,1066,
INV301403,C103037,D200307,2025-01-01,PAYROLL_MPS,Managed Payroll,6318,6318,
INV301404,C103037,D200307,2025-02-01,PAYROLL_MPS,Managed Payroll,6318,6318,
INV301405,C103037,D200307,2025-03-01,PAYROLL_MPS,Managed Payroll,6318,6318,
INV301406,C103037,D200307,2025-04-01,PAYROLL_MPS,Managed Payroll,6318,6318,
INV301407,C103037,D200307,2025-05-01,PAYROLL_MPS,Managed Payroll,6318,6318,
INV301408,C102903,D200308,2025-06-01,PAYROLL_DIY,Payroll DIY,1616,1616,
INV301409,C102903,D200308,2025-07-01,PAYROLL_DIY,Payroll DIY,1616,1616,
INV301410,C102903,D200308,2025-08-01,PAYROLL_DIY,Payroll DIY,1616,1616,
INV301411,C102903,D200308,2025-09-01,PAYROLL_DIY,Payroll DIY,1616,1616,
INV301412,C102903,D200308,2025-10-01,PAYROLL_DIY,Payroll DIY,892,892,credit
INV301413,C101879,D200309,2025-01-01,PAYROLL_DIY,Payroll DIY,2554,2554,
INV301414,C101879,D200309,2025-02-01,PAYROLL_DIY,Payroll DIY,2554,2554,
INV301415,C101879,D200309,2025-03-01,PAYROLL_DIY,Payroll DIY,2554,2554,
INV301416,C101879,D200309,2025-04-01,PAYROLL_DIY,Payroll DIY,1478,1478,credit
INV301417,C101879,D200309,2025-05-01,PAYROLL_DIY,Payroll DIY,2554,2554,
INV301418,C101879,D200309,2025-06-01,PAYROLL_DIY,Payroll DIY,2554,2554,
INV301419,C101166,D200310,2024-06-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301420,C101166,D200310,2024-07-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301421,C101166,D200310,2024-08-01,ADD_ON_TKR,TKR Add-on,0,0,free_trial
INV301421,C101166,D200310,2024-08-01,PAYROLL_DIY,Payroll DIY,0,0,addon
INV301422,C101166,D200310,2024-09-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301423,C101166,D200310,2024-10-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301424,C101166,D200310,2024-11-01,ADD_ON_TKR,TKR Add-on,683,793,
INV301424,C101166,D200310,2024-11-01,PM,People Management,110,793,addon
INV301425,C101166,D200310,2024-12-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301426,C101166,D200310,2025-01-01,ADD_ON_TKR,TKR Add-on,683,683,
INV301427,C101166,D200310,2025-02-01,ADD_ON_TKR,TKR Add-on,899,899,upgrade
INV301428,C104671,D200312,2024-10-01,ADD_ON_TKR,TKR Add-on,1470,1649,
INV301428,C104671,D200312,2024-10-01,PAYROLL_MPS,Managed Payroll,179,1649,addon
INV301429,C104671,D200312,2024-11-01,ADD_ON_TKR,TKR Add-on,1470,1470,
INV301430,C104671,D200312,2024-12-01,ADD_ON_TKR,TKR Add-on,1470,1470,
INV301431,C104671,D200312,2025-01-01,ADD_ON_TKR,TKR Add-on,1470,1470,
INV301432,C104671,D200312,2025-02-01,ADD_ON_TKR,TKR Add-on,1470,1470,
INV301433,C104671,D200312,2025-03-01,ADD_ON_TKR,TKR Add-on,1470,1470,
INV301434,C104079,D200313,2024-10-01,PAYROLL_MPS,Managed Payroll,1297,1297,credit
INV301435,C104079,D200313,2024-11-01,PAYROLL_MPS,Managed Payroll,1383,1383,downgrade
INV301436,C103538,D200314,2025-03-01,PM,People Management,1557,1557,
INV301437,C103538,D200314,2025-04-01,PM,People Management,1557,1557,
INV301438,C103538,D200314,2025-05-01,PM,People Management,1557,1557,
INV301439,C103538,D200314,2025-06-01,PM,People Management,1557,1557,
INV301440,C103538,D200314,2025-07-01,PM,People Management,1557,1557,
INV301441,C103538,D200314,2025-08-01,PM,People Management,1557,1557,
INV301442,C103538,D200314,2025-09-01,PM,People Management,1557,1557,
INV301443,C103538,D200314,2025-10-01,PM,People Management,0,0,free_trial
INV301444,C103538,D200314,2025-11-01,PM,People Management,1557,1557,
INV301445,C104456,D200316,2024-05-01,PM,People Management,296,296,
INV301446,C104456,D200316,2024-06-01,PM,People Management,296,411,
INV301446,C104456,D200316,2024-06-01,PAYROLL_DIY,Payroll DIY,115,411,addon
INV301447,C104456,D200316,2024-07-01,PM,People Management,296,296,
INV301448,C104456,D200316,2024-08-01,PM,People Management,296,296,
INV301449,C104456,D200316,2024-09-01,PM,People Management,296,296,
INV301450,C104456,D200316,2024-10-01,PM,People Management,296,296,
INV301451,C104652,D200317,2025-03-01,PAYROLL_DIY,Payroll DIY,1311,1311,
INV301452,C104652,D200317,2025-04-01,PAYROLL_DIY,Payroll DIY,1311,1311,
INV301453,C104652,D200317,2025-05-01,PAYROLL_DIY,Payroll DIY,857,857,credit
INV301454,C104059,D200318,2024-11-01,PM,People Management,1115,1115,
INV301455,C100098,D200319,2024-12-01,PAYROLL_MPS,Managed Payroll,4360,4360,
INV301456,C100098,D200319,2025-01-01,PAYROLL_MPS,Managed Payroll,4360,4360,
INV301457,C103903,D200323,2024-11-01,PAYROLL_DIY,Payroll DIY,2667,2667,
INV301458,C103903,D200323,2024-12-01,PAYROLL_DIY,Payroll DIY,2667,3396,
INV301458,C103903,D200323,2024-12-01,ADD_ON_TKR,TKR Add-on,729,3396,addon
INV301459,C103903,D200323,2025-01-01,PAYROLL_DIY,Payroll DIY,2667,2667,
INV301460,C103903,D200323,2025-02-01,PAYROLL_DIY,Payroll DIY,2667,2667,
INV301461,C103903,D200323,2025-03-01,PAYROLL_DIY,Payroll DIY,2667,2667,
INV301462,C103903,D200323,2025-04-01,PAYROLL_DIY,Payroll DIY,2667,3543,
INV301462,C103903,D200323,2025-04-01,PM,People Management,876,3543,addon
INV301463,C103903,D200323,2025-05-01,PAYROLL_DIY,Payroll DIY,3906,3906,upgrade
INV301464,C103903,D200323,2025-06-01,PAYROLL_DIY,Payroll DIY,2667,2667,
INV301465,C103903,D200323,2025-07-01,PAYROLL_DIY,Payroll DIY,2667,2667,
INV301466,C103737,D200324,2024-11-01,PAYROLL_DIY,Payroll DIY,1691,1691,
INV301467,C103737,D200324,2024-12-01,PAYROLL_DIY,Payroll DIY,1691,1691,
INV301468,C103737,D200324,2025-01-01,PAYROLL_DIY,Payroll DIY,1041,1041,downgrade
INV301469,C103968,D200325,2025-03-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301470,C103968,D200325,2025-04-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301471,C103968,D200325,2025-05-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301472,C103968,D200325,2025-06-01,PAYROLL_MPS,Managed Payroll,3358,4654,
INV301472,C103968,D200325,2025-06-01,ADD_ON_TKR,TKR Add-on,1296,4654,addon
INV301473,C103968,D200325,2025-07-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301474,C103968,D200325,2025-08-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301475,C103968,D200325,2025-09-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301476,C103968,D200325,2025-10-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301477,C103968,D200325,2025-11-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301478,C103968,D200325,2025-12-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301479,C103968,D200325,2026-01-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301480,C103968,D200325,2026-02-01,PAYROLL_MPS,Managed Payroll,3358,3358,
INV301481,C103736,D200327,2024-02-01,ADD_ON_TKR,TKR Add-on,910,910,
INV301482,C103736,D200327,2024-03-01,ADD_ON_TKR,TKR Add-on,910,910,
INV301483,C103736,D200327,2024-04-01,ADD_ON_TKR,TKR Add-on,910,910,
INV301484,C103384,D200329,2025-07-01,PAYROLL_MPS,Managed Payroll,5427,6465,
INV301484,C103384,D200329,2025-07-01,ADD_ON_TKR,TKR Add-on,1038,6465,addon
INV301485,C100074,D200330,2025-01-01,PM,People Management,1075,1075,
INV301486,C100074,D200330,2025-02-01,PM,People Management,1075,1075,
INV301487,C100074,D200330,2025-03-01,PM,People Management,1075,1075,
INV301488,C100074,D200330,2025-04-01,PM,People Management,1075,1075,
INV301489,C100074,D200330,2025-05-01,PM,People Management,1075,1075,
INV301490,C100074,D200330,2025-06-01,PM,People Management,1075,1075,
INV301491,C100127,D200331,2024-11-01,PM,People Management,1677,1926,
INV301491,C100127,D200331,2024-11-01,PAYROLL_MPS,Managed Payroll,249,1926,addon
INV301492,C100127,D200331,2024-12-01,PM,People Management,1677,1677,
INV301493,C100127,D200331,2025-01-01,PM,People Management,1677,1677,
INV301494,C101032,D200332,2025-02-01,PAYROLL_DIY,Payroll DIY,2469,2469,
INV301495,C101032,D200332,2025-03-01,PAYROLL_DIY,Payroll DIY,2469,2469,
