deal_id,company_id,deal_created_date,deal_close_date,status,product_code,product_name,channel,owner,deal_mrr,reopened_flag,company_name,industry,employee_count,is_partner,first_invoice_date
D201132,C104375,2/05/2024,28/05/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,2423,0,Alpha Limited,Healthcare,49,0,1/07/2024
D201133,C102267,13/05/2025,23/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,4024,0,Kea Holdings,Education,5,0,1/07/2025
D201134,C102756,21/10/2024,4/11/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,956,0,Alpha Holdings,Healthcare,33,0,1/12/2024
D201135,C102086,3/06/2025,5/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1870,0,Rimu Group,Legal,49,0,1/06/2025
D201136,C104297,12/03/2025,28/05/2025,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,awong,2398,0,Nimbus Ltd,Legal,1,0,
D201137,C100119,5/10/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,3261,0,Wenita Services,Manufacturing,62,1,1/03/2024
D201138,C103786,9/03/2025,21/03/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,6089,0,Pivot Nimbus Limited,Construction,13,0,1/03/2025
D201139,C102692,22/03/2025,,Open,PM,People Management,Direct,awong,371,0,Ohomairangi Kauri Partners,Education,1,0,1/10/2024
D201140,C103098,26/03/2024,20/06/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,5042,0,Harbour Rimu Services,Education,64,0,1/07/2024
D201141,C103988,8/09/2024,29/11/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,shao,814,0,Summit Limited,Software,1,0,
D201142,C102965,15/10/2024,24/10/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,4029,0,Nimbus Holdings,Manufacturing,20,0,1/12/2024
D201143,C100424,18/03/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,dinkster,2044,0,Pivot Tui Group,Software,1,0,1/07/2024
D201144,C102147,3/07/2024,28/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,5081,0,Alpha Ltd,Legal,28,0,1/09/2024
D201145,C102324,10/04/2025,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1775,0,Alpha Alpha Trust,Construction,39,0,1/11/2024
D201146,C100722,30/05/2025,,Open,PM,People Management,Direct,dinkster,2076,0,Wenita Partners,Construction,7,0,1/07/2024
D201147,C102582,2/10/2024,16/11/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1538,0,Alpha Duncan Air Limited,Retail,24,0,1/12/2024
D201148,C102857,10/04/2025,6/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,3528,0,Rimu Co.,Software,13,0,1/07/2025
D201149,C102050,4/10/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,unassigned,5736,0,Alpha Services,Education,1,0,1/11/2024
D201150,C101726,20/04/2024,27/04/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,nobody,588,0,Nimbus Co.,Accounting,18,0,
D201151,C102224,2/08/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,shao,1658,0,Harbour Co.,Accounting,16,0,1/04/2025
D201152,C102836,26/01/2025,,Open,PM,People Management,Partners,dinkster,1870,0,Summit Co.,Healthcare,22,0,1/06/2024
D201153,C101879,5/09/2024,13/10/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,awong,2988,0,Nimbus Beta Group,Retail,17,0,
D201154,C102895,31/03/2025,7/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,6000,0,Pivot Alpha Limited,Retail,1,0,1/07/2025
D201155,C100099,13/03/2024,24/05/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,unassigned,1530,0,Atlas Services,Healthcare,1,0,
D201156,C100145,6/04/2025,,Open,PM,People Management,Partners,shao,717,0,Beta Services,Construction,21,0,1/08/2025
D201157,C103665,11/04/2024,,Open,ADD_ON_TKR,TKR Add-on,Partners,dt,1113,0,Harbour Harbour Limited,Software,51,0,1/05/2025
D201158,C100261,15/05/2024,28/06/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,7917,0,Kauri Services,Accounting,65,0,1/07/2024
D201159,C103267,22/09/2024,,Open,PM,People Management,Partners,mkoenen,537,0,Kauri Limited,Legal,86,0,1/05/2024
D201160,C102092,2/10/2024,3/12/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,0,0,Rimu Holdings,Legal,94,0,1/12/2024
D201161,C101604,11/02/2025,7/03/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,574,0,Kauri Services,Legal,85,0,1/04/2025
D201162,C103213,1/03/2025,6/04/2025,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,awong,553,0,Beta Group,Retail,1,0,
D201163,C100204,10/09/2024,7/12/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,nobody,6066,0,Atlas Nimbus Services,Manufacturing,53,0,1/12/2024
D201164,C100742,4/12/2024,15/02/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,1149,0,Ohomairangi Atlas Holdings,Healthcare,49,0,1/03/2025
D201165,C103094,25/01/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,awong,5569,0,Rimu Group,Healthcare,89,0,1/08/2024
D201166,C103129,15/09/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,awong,1207,0,Kea Beta Group,Healthcare,1,0,1/12/2024
D201167,C103712,25/06/2025,13/09/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,5068,0,Nimbus Limited,Manufacturing,33,0,1/10/2025
D201168,C104126,20/09/2024,28/11/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1297,0,Alpha Services,Education,1,0,1/12/2024
D201169,C102711,14/01/2025,2/03/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,1129,0,Ohomairangi Kea Holdings,Construction,32,0,1/03/2025
D201170,C104825,13/10/2024,,Open,PAYROLL_DIY,Payroll DIY,Direct,dt,709,0,Beta Ltd,Healthcare,4,0,1/07/2024
D201171,C104335,16/10/2024,7/12/2024,Closed Won,PM,People Management,Direct,shao,776,0,Kea Harbour Trust,Accounting,58,0,1/12/2024
D201172,C101736,26/01/2024,5/04/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen_tmp,7147,0,Eurotec Holdings,Construction,39,0,1/05/2024
D201173,C101657,20/03/2025,,Open,PAYROLL_DIY,Payroll DIY,Partners,shao,3631,0,Harbour Trust,Manufacturing,29,0,1/07/2024
D201174,C101155,26/07/2024,9/09/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,3054,0,Harbour Limited,Education,1,0,1/10/2024
D201175,C100433,21/09/2024,12/12/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2215,0,Ohomairangi Group,Healthcare,12,0,
D201176,C102494,25/08/2024,5/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,1118,0,Kea Ohomairangi Services,Construction,33,0,1/10/2024
D201177,C103718,1/03/2025,,Open,PAYROLL_MPS,Managed Payroll,Partners,shao,5532,0,Summit Wenita Ltd,Healthcare,80,1,1/05/2024
D201178,C103699,27/04/2024,24/06/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1377,0,Nimbus Co.,Legal,76,0,1/08/2024
D201179,C101926,24/12/2024,,Open,PM,People Management,Partners,dt,3045,0,Eurotec Partners,Accounting,1,0,1/10/2024
D201180,C102808,25/06/2024,21/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,579,0,Nimbus Holdings,Construction,41,0,1/09/2024
D201181,C101839,13/06/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,unassigned,1718,0,Harbour Group,Software,92,0,1/07/2024
D201182,C102891,4/03/2024,26/05/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1121,0,Kauri Rimu Group,Software,1,0,1/07/2024
D201183,C101153,16/08/2024,25/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,550,0,Beta Rimu Trust,Healthcare,27,0,1/11/2024
D201184,C104985,18/12/2024,9/03/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dt,6685,0,Kauri Co.,Software,1,0,
D201185,C100141,20/03/2025,25/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2874,0,Harbour Services,Legal,36,0,1/06/2025
D201186,C100218,1/07/2025,12/07/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,2653,0,Kea Ohomairangi Trust,Construction,1,0,1/08/2025
D201187,C104085,29/03/2025,30/04/2025,Closed Lost,PM,People Management,Partners,shao,1490,0,Summit Ltd,Education,67,0,
D201188,C103175,27/05/2024,4/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,588,0,Duncan Air Services,Healthcare,33,0,1/08/2024
D201189,C102472,19/06/2025,5/09/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,4201,0,Tui Tui Ltd,Education,5,0,1/09/2025
D201190,C102169,22/06/2025,,Open,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1528,0,Rimu Atlas Partners,Healthcare,69,0,1/09/2025
D201191,C104590,21/04/2025,12/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,7057,0,Summit Holdings,Accounting,27,0,1/07/2025
D201192,C103830,11/03/2025,4/04/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,5688,0,Summit Trust,Education,94,0,1/05/2025
D201193,C103036,14/03/2024,15/04/2024,Closed Won,PM,People Management,Direct,unassigned,0,0,Eurotec Holdings,Construction,20,1,1/05/2024
D201194,C102679,8/01/2024,23/02/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,unassigned,1199,0,Harbour Atlas Partners,Accounting,63,0,
D201195,C102442,27/04/2024,22/07/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,4788,0,Tui Holdings,Healthcare,4,0,1/08/2024
D201196,C102344,29/06/2024,16/07/2024,Closed Lost,PM,People Management,Partners,shao,1232,0,Kea Services,Retail,2,0,
D201197,C101548,8/01/2025,,Open,PM,People Management,Direct,mkoenen,456,0,Eurotec Services,Construction,49,0,1/09/2024
D201198,C102146,11/04/2024,25/06/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1179,0,Atlas Limited,Legal,12,0,1/07/2024
D201199,C101387,2/06/2025,,Open,PAYROLL_MPS,Managed Payroll,Partners,dt,4547,0,Kauri Holdings,Retail,1,0,1/05/2025
D201200,C100811,17/05/2024,27/05/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,2338,0,Beta Summit Ltd,Retail,49,0,1/06/2024
D201201,C104838,8/04/2024,15/05/2024,Closed Lost,PM,People Management,Partners,dt,-1667,0,Pivot Trust,Healthcare,2,0,
D201202,C101575,30/01/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,dt,4132,0,Beta Group,Accounting,12,0,1/04/2024
D201203,C104553,29/10/2024,26/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,5145,0,Beta Limited,Legal,64,0,1/02/2025
D201204,C101060,21/06/2025,13/07/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,0,0,Beta Harbour Limited,Construction,59,0,1/08/2025
D201205,C100984,22/06/2025,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned_tmp,1840,0,Rimu Trust,Accounting,43,0,1/07/2025
D201206,C101259,10/02/2025,,Open,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1437,0,Atlas Kea Partners,Education,1,0,1/08/2025
D201207,C100503,5/03/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,shao,1012,0,Atlas Rimu Trust,Accounting,1,0,1/05/2024
D201208,C103207,20/06/2024,25/07/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,894,0,Harbour Trust,Accounting,10,0,1/07/2024
D201209,C101098,19/06/2024,,Open,PM,People Management,Direct,unassigned,955,0,Nimbus Harbour Holdings,Construction,17,0,1/08/2025
D201210,C102509,20/06/2024,9/08/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3663,0,Kea Kauri Group,Construction,84,0,
D201211,C101881,2/09/2024,9/11/2024,Closed Won,PM,People Management,Partners,shao,1407,0,Duncan Air Eurotec Group,Healthcare,27,0,1/12/2024
D201212,C104988,9/04/2024,,Open,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1187,0,Alpha Beta Group,Education,1,1,1/05/2024
D201213,C103353,29/03/2024,12/06/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,1845,0,Eurotec Tui Limited,Accounting,1,1,1/06/2024
D201214,C103802,4/06/2025,1/09/2025,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2101,0,Harbour Partners,Legal,25,0,
D201215,C103876,14/06/2024,28/07/2024,Closed Won,PM,People Management,Partners,dinkster,1312,0,Wenita Limited,Legal,23,0,1/08/2024
D201216,C104527,13/06/2025,,Open,PM,People Management,Direct,mkoenen,1561,0,Nimbus Services,Education,14,0,1/12/2024
D201217,C100169,23/03/2024,26/05/2024,Closed Lost,PM,People Management,Direct,unassigned,524,0,Atlas Partners,Construction,61,0,
D201218,C101055,4/12/2024,4/03/2025,Closed Won,PM,People Management,Partners,dt,-1071,0,Kea Group,Construction,27,0,1/03/2025
D201219,C104604,23/04/2024,21/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,1533,0,Summit Partners,Software,67,0,1/07/2024
D201220,C100304,5/01/2024,19/02/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2690,0,Kauri Services,Legal,1,0,1/02/2024
D201221,C103875,11/05/2025,,Open,PM,People Management,Partners,mkoenen,1908,0,Tui Eurotec Co.,Software,18,0,1/10/2024
D201222,C104353,5/08/2024,22/08/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2126,0,Rimu Co.,Retail,1,0,1/09/2024
D201223,C100659,1/06/2025,5/07/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,2802,0,Nimbus Harbour Limited,Manufacturing,12,0,1/08/2025
D201224,C102820,12/04/2025,7/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,3928,0,Duncan Air Group,Construction,33,0,1/07/2025
D201225,C103147,3/01/2025,27/02/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,434,0,Kea Co.,Education,82,0,1/03/2025
D201226,C100913,17/08/2024,24/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,3342,0,Duncan Air Trust,Retail,67,0,1/09/2024
D201227,C104792,28/09/2024,3/12/2024,Closed Lost,PM,People Management,Partners,nobody,1582,0,Kauri Limited,Construction,4,0,
D201228,C100288,2/12/2024,21/01/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,3694,0,Pivot Services,Education,31,1,
D201229,C103226,3/05/2024,25/07/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,962,0,Rimu Holdings,Software,1,0,1/08/2024
D201230,C100845,14/07/2024,5/10/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,6731,1,Nimbus Co.,Legal,1,0,1/11/2024
D201231,C100884,21/01/2025,21/03/2025,Closed Won,PM,People Management,Direct,mkoenen,-166,0,Alpha Holdings,Construction,18,0,1/04/2025
D201232,C102718,7/06/2024,11/07/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,5624,0,Duncan Air Partners,Retail,1,0,1/08/2024
D201233,C104233,30/06/2025,3/09/2025,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,797,0,Kauri Ltd,Accounting,19,0,
D201234,C103763,27/01/2025,9/03/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,1444,0,Rimu Tui Services,Construction,78,0,1/03/2025
D201235,C100297,29/01/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,shao,3264,0,Summit Ltd,Legal,23,0,1/11/2024
D201236,C102450,4/03/2024,24/05/2024,Closed Won,PM,People Management,Partners,dt,1788,0,Tui Group,Construction,3,0,1/06/2024
D201237,C101397,1/03/2025,31/03/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1465,0,Wenita Harbour Co.,Manufacturing,20,0,1/04/2025
D201238,C102855,10/11/2024,11/12/2024,Closed Won,PM,People Management,Partners,dt,1544,0,Beta Holdings,Legal,57,0,1/12/2024
D201239,C102615,26/05/2025,9/06/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,229,0,Atlas Ltd,Legal,21,0,1/07/2025
D201240,C101028,10/06/2025,,Open,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,5510,0,Pivot Trust,Construction,51,0,1/08/2025
D201241,C104298,17/03/2024,5/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2205,0,Beta Services,Construction,54,0,1/05/2024
D201242,C101486,19/01/2025,,Open,PAYROLL_MPS,Managed Payroll,Direct,unassigned,3461,0,Kauri Trust,Education,1,0,1/01/2025
D201243,C104057,8/02/2024,,Open,PM,People Management,Direct,awong,370,0,Nimbus Ltd,Healthcare,26,0,1/07/2024
D201244,C101865,25/12/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,shao,2560,0,Pivot Limited,Construction,65,0,1/07/2025
D201245,C102555,2/07/2025,21/08/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1400,0,Summit Co.,Healthcare,110,0,1/09/2025
D201246,C100291,23/11/2024,,Open,PM,People Management,Direct,awong,-3045,0,Nimbus Holdings,Legal,1,0,1/07/2024
D201247,C102994,27/06/2025,,Open,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2593,0,Kauri Holdings,Education,2,0,1/05/2025
D201248,C100292,18/01/2025,14/04/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,4328,0,Pivot Summit Trust,Construction,34,0,1/04/2025
D201249,C102135,2/08/2024,28/09/2024,Closed Lost,PM,People Management,Partners,dt,1776,0,Wenita Trust,Manufacturing,31,0,
D201250,C101708,26/07/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,dt,1058,0,Rimu Trust,Manufacturing,58,0,1/03/2025
D201251,C102490,14/09/2024,1/11/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2296,0,Summit Limited,Education,60,0,1/11/2024
D201252,C102647,12/06/2025,30/08/2025,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dinkster,282,0,Summit Holdings,Accounting,18,1,
D201253,C101341,25/07/2024,18/08/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,nobody,827,0,Eurotec Group,Retail,1,0,1/09/2024
D201254,C103519,25/04/2025,,Open,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2982,0,Beta Harbour Holdings,Software,38,0,1/01/2025
D201255,C101204,20/02/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,awong,5684,0,Kea Trust,Healthcare,49,0,1/06/2024
D201256,C100988,3/10/2024,20/10/2024,Closed Won,PM,People Management,Partners,dinkster,895,0,Kauri Group,Accounting,10,0,1/11/2024
D201257,C100456,16/01/2024,10/02/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,3480,0,Nimbus Limited,Accounting,94,0,1/02/2024
D201258,C102727,3/03/2024,5/05/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1411,0,Alpha Holdings,Retail,16,0,
D201259,C103365,7/07/2024,5/10/2024,Closed Lost,PM,People Management,Partners,unassigned,1727,0,Rimu Co.,Accounting,5,1,
D201260,C104883,10/04/2025,27/05/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong_tmp,5321,0,Summit Co.,Education,10,1,1/06/2025
D201261,C101945,20/01/2025,24/03/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,6992,0,Pivot Trust,Healthcare,52,0,1/04/2025
D201262,C101620,15/03/2025,3/04/2025,Closed Won,PM,People Management,Partners,dt,884,0,Duncan Air Harbour Ltd,Accounting,77,0,1/04/2025
D201263,C102463,17/07/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,dinkster,145,0,Pivot Nimbus Services,Manufacturing,5,0,1/03/2025
D201264,C104342,16/08/2024,27/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,3798,0,Nimbus Co.,Healthcare,31,0,1/09/2024
D201265,C102386,13/02/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1672,0,Harbour Services,Software,61,0,1/03/2025
D201266,C101268,14/09/2024,,Open,ADD_ON_TKR,TKR Add-on,Partners,unassigned,626,0,Harbour Limited,Manufacturing,1,0,1/09/2025
D201267,C102854,5/02/2024,26/02/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,3028,0,Pivot Group,Construction,20,0,1/03/2024
D201268,C101919,31/07/2024,27/09/2024,Closed Lost,PM,People Management,Direct,unassigned,1642,0,Nimbus Partners,Software,1,0,
D201269,C102195,14/12/2024,30/01/2025,Closed Lost,PM,People Management,Direct,dt,1260,0,Rimu Co.,Healthcare,51,0,
D201270,C101843,5/07/2024,1/10/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,awong,4762,0,Kea Ltd,Manufacturing,64,0,1/11/2024
D201271,C104120,1/11/2024,30/12/2024,Closed Won,PM,People Management,Partners,unassigned,1037,0,Ohomairangi Holdings,Accounting,45,1,1/01/2025
D201272,C103004,24/01/2025,,Open,PAYROLL_DIY,Payroll DIY,Partners,dt,0,0,Duncan Air Atlas Partners,Software,1,0,1/06/2024
D201273,C101414,6/12/2024,,Open,PM,People Management,Partners,unassigned,1569,0,Kauri Ohomairangi Ltd,Healthcare,12,0,1/03/2024
D201274,C103014,29/12/2024,21/01/2025,Closed Lost,PM,People Management,Direct,shao,441,0,Pivot Limited,Legal,1,0,
D201275,C104666,28/09/2024,,Open,PM,People Management,Partners,dinkster,1611,0,Kea Co.,Accounting,55,0,1/07/2025
D201276,C102367,28/11/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,4073,0,Eurotec Group,Manufacturing,1,0,1/06/2024
D201277,C101807,1/11/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,awong,3052,0,Alpha Group,Construction,1,0,1/06/2024
D201278,C100981,14/02/2024,28/03/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1098,0,Kauri Nimbus Ltd,Healthcare,43,0,
D201279,C101526,16/06/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2955,0,Atlas Atlas Holdings,Software,29,0,1/11/2024
D201280,C103590,25/01/2025,15/02/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,1278,0,Harbour Ltd,Retail,37,0,1/03/2025
D201281,C100894,18/05/2024,25/06/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2004,0,Tui Group,Manufacturing,8,0,1/06/2024
D201282,C102518,21/01/2024,23/02/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,506,0,Beta Nimbus Ltd,Education,13,1,1/02/2024
D201283,C104669,26/06/2024,,Open,PM,People Management,Direct,awong,1545,0,Ohomairangi Partners,Retail,7,0,1/09/2024
D201284,C101065,16/03/2024,22/03/2024,Closed Won,PM,People Management,Direct,awong,1293,0,Nimbus Beta Limited,Accounting,54,0,1/04/2024
D201285,C102592,9/02/2024,11/02/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,527,0,Kea Partners,Healthcare,4,0,1/03/2024
D201286,C102720,16/02/2025,2/04/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2296,0,Kauri Services,Legal,1,0,1/04/2025
D201287,C100857,8/12/2024,19/12/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,874,0,Tui Services,Manufacturing,11,0,1/12/2024
D201288,C100916,6/02/2024,29/04/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,979,0,Alpha Rimu Co.,Retail,1,0,1/05/2024
D201289,C100295,23/05/2025,2/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,3234,0,Kauri Group,Legal,36,0,1/07/2025
D201290,C101448,3/11/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1271,0,Eurotec Services,Construction,1,0,1/08/2025
D201291,C100319,11/04/2024,25/06/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dt,6782,0,Tui Services,Software,27,0,
D201292,C100482,27/01/2024,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1037,0,Nimbus Limited,Healthcare,5,0,1/06/2025
D201293,C101513,12/06/2025,22/07/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,0,0,Harbour Pivot Ltd,Healthcare,40,0,1/08/2025
D201294,C101570,1/11/2024,7/11/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,4421,0,Pivot Beta Limited,Education,1,0,
D201295,C103225,23/03/2025,,Open,PAYROLL_DIY,Payroll DIY,Direct,awong,3913,0,Kauri Holdings,Retail,1,0,1/05/2025
D201296,C101111,24/04/2025,29/05/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,3067,0,Duncan Air Partners,Construction,48,0,1/07/2025
D201297,C104040,4/01/2024,22/01/2024,Closed Won,PM,People Management,Direct,dt,905,0,Duncan Air Co.,Retail,1,0,1/02/2024
D201298,C101793,14/07/2024,27/07/2024,Closed Lost,PM,People Management,Partners,dt,698,0,Eurotec Partners,Legal,1,0,
D201299,C103173,16/06/2024,13/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,921,0,Ohomairangi Services,Software,1,0,1/09/2024
D201300,C104605,4/03/2025,,Open,ADD_ON_TKR,TKR Add-on,Direct,awong,721,0,Harbour Group,Retail,36,0,1/06/2024
D201301,C101478,3/05/2025,4/07/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,7314,0,Duncan Air Holdings,Healthcare,76,0,1/07/2025
D201302,C104878,20/12/2024,9/02/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,nobody,502,0,Tui Co.,Construction,22,0,1/03/2025
D201303,C100398,24/02/2024,1/03/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,1187,0,Wenita Holdings,Software,41,1,1/03/2024
D201304,C103037,17/03/2025,,Open,PM,People Management,Direct,dt,1484,0,Duncan Air Partners,Retail,27,0,1/01/2025
D201305,C100394,15/01/2025,8/02/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1992,0,Ohomairangi Group,Manufacturing,1,0,1/02/2025
D201306,C102543,3/07/2025,5/09/2025,Closed Won,PM,People Management,Direct,shao,738,0,Tui Eurotec Holdings,Accounting,62,0,1/09/2025
D201307,C103917,21/03/2025,8/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,2025,0,Ohomairangi Partners,Legal,31,0,1/06/2025
D201308,C102723,1/04/2025,26/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,4237,0,Beta Eurotec Co.,Legal,24,1,1/07/2025
