case,alt,choice,dist,cost,ivt,ovt,freq,income,urban,noalt
913,car,1,196,37.24,150,0,0,70,1,4
917,train,0,156,41.6,138,85,4,35,0,4
917,air,0,156,129,40,81,25,35,0,4
917,bus,0,156,17.4,152,90,12,35,0,4
917,car,1,156,29.64,111,0,0,35,0,4
918,train,1,123,43.15,120,95,12,45,1,4
918,air,0,123,139,40,93,25,45,1,4
918,bus,0,123,18.07,152,100,12,45,1,4
918,car,0,123,23.37,91,0,0,45,1,4
919,train,1,123,43.15,120,95,12,70,1,4
919,air,0,123,139,40,93,25,70,1,4
919,bus,0,123,18.07,152,100,12,70,1,4
919,car,0,123,23.37,91,0,0,70,1,4
920,train,1,123,43.15,120,95,12,70,1,4
920,air,0,123,139,40,93,25,70,1,4
920,bus,0,123,18.07,152,100,12,70,1,4
920,car,0,123,23.37,91,0,0,70,1,4
921,train,0,134,45,120,120,12,35,1,4
921,air,0,134,137.65,40,95,25,35,1,4
921,bus,0,134,18.15,152,118,12,35,1,4
921,car,1,134,25.46,106,0,0,35,1,4
923,train,0,502,94.5,434,115,2,70,0,4
923,air,0,502,178.6,96,85,5,70,0,4
923,bus,0,502,42.6,515,110,7,70,0,4
923,car,1,502,95.38,350,0,0,70,0,4
926,train,0,148,44.5,120,115,12,45,1,4
926,air,0,148,134.4,40,88,25,45,1,4
926,bus,0,148,43.75,100,90,6,45,1,4
926,car,1,148,28.12,118,0,0,45,1,4
927,train,1,137,42.65,120,90,12,15,1,4
927,air,0,137,139,40,108,25,15,1,4
927,bus,0,137,43.27,100,75,6,15,1,4
927,car,0,137,26.03,104,0,0,15,1,4
928,train,0,137,42.65,120,90,12,70,1,4
928,air,0,137,139,40,108,25,70,1,4
928,bus,0,137,43.27,100,75,6,70,1,4
928,car,1,137,26.03,104,0,0,70,1,4
929,train,0,137,42.65,120,90,12,70,1,4
929,air,0,137,139,40,108,25,70,1,4
929,bus,0,137,43.27,100,75,6,70,1,4
929,car,1,137,26.03,104,0,0,70,1,4
930,train,0,145,45,120,115,12,55,1,4
930,air,0,145,135.85,40,104,25,55,1,4
930,bus,0,145,43.2,100,90,6,55,1,4
930,car,1,145,27.55,115,0,0,55,1,4
931,train,0,145,45,120,115,12,70,1,4
931,air,0,145,135.85,40,104,25,70,1,4
931,bus,0,145,43.2,100,90,6,70,1,4
931,car,1,145,27.55,115,0,0,70,1,4
932,train,0,145,45,120,115,12,45,1,4
932,air,0,145,135.85,40,104,25,45,1,4
932,bus,0,145,43.2,100,90,6,45,1,4
932,car,1,145,27.55,115,0,0,45,1,4
984,train,0,159,36.6,98,100,8,28,0,4
984,air,0,159,126,40,121,25,28,0,4
984,bus,0,159,23.73,245,60,1,28,0,4
984,car,1,159,30.21,155,0,0,28,0,4
985,train,0,159,36.6,98,100,8,70,0,4
985,air,0,159,126,40,121,25,70,0,4
985,bus,0,159,23.73,245,60,1,70,0,4
985,car,1,159,30.21,155,0,0,70,0,4
986,train,0,159,36.6,98,100,8,35,0,4
986,air,0,159,126,40,121,25,35,0,4
986,bus,0,159,23.73,245,60,1,35,0,4
986,car,1,159,30.21,155,0,0,35,0,4
987,train,0,159,36.6,98,100,8,70,0,4
987,air,0,159,126,40,121,25,70,0,4
987,bus,0,159,23.73,245,60,1,70,0,4
987,car,1,159,30.21,155,0,0,70,0,4
988,train,0,169,41.6,138,85,4,31,0,4
988,air,0,169,129,40,121,25,31,0,4
988,bus,0,169,22.88,245,55,1,31,0,4
988,car,1,169,32.11,144,0,0,31,0,4
989,train,0,147,45,120,120,12,35,1,4
989,air,0,147,134.4,40,113,25,35,1,4
989,bus,0,147,24.03,245,80,1,35,1,4
989,car,1,147,27.93,139,0,0,35,1,4
990,train,0,136,43.15,120,95,12,35,1,4
990,air,0,136,139,40,133,25,35,1,4
990,bus,0,136,23.55,245,65,1,35,1,4
990,car,1,136,25.84,124,0,0,35,1,4
991,train,0,136,43.15,120,95,12,70,1,4
991,air,0,136,139,40,133,25,70,1,4
991,bus,0,136,23.55,245,65,1,70,1,4
991,car,1,136,25.84,124,0,0,70,1,4
1002,train,0,125,44.15,120,110,12,55,1,4
1002,air,0,125,139,40,138,25,55,1,4
1002,bus,0,125,23.55,245,75,1,55,1,4
1002,car,1,125,23.75,93,0,0,55,1,4
1003,train,0,125,44.15,120,110,12,70,1,4
1003,air,0,125,139,40,138,25,70,1,4
1003,bus,0,125,23.55,245,75,1,70,1,4
1003,car,1,125,23.75,93,0,0,70,1,4
1233,train,1,301,56.7,283,65,2,25,0,4
1233,air,0,301,143.45,60,112,6,25,0,4
1233,bus,0,301,27.67,320,60,8,25,0,4
1233,car,0,301,57.19,189,0,0,25,0,4
1234,train,1,301,56.7,283,65,2,35,0,4
1234,air,0,301,143.45,60,112,6,35,0,4
1234,bus,0,301,27.67,320,60,8,35,0,4
1234,car,0,301,57.19,189,0,0,35,0,4
1235,train,0,301,56.7,283,65,2,25,0,4
1235,air,0,301,143.45,60,112,6,25,0,4
1235,bus,0,301,27.67,320,60,8,25,0,4
1235,car,1,301,57.19,189,0,0,25,0,4
1272,train,0,450,77.4,367,90,3,55,1,4
1272,air,0,450,160.9,58,115,36,55,1,4
1272,bus,0,450,33.52,360,73,10,55,1,4
1272,car,1,450,85.5,315,0,0,55,1,4
1273,train,0,484,75.4,367,79,3,70,1,4
1273,air,0,484,157.5,58,110,36,70,1,4
1273,bus,0,484,34.72,360,72,10,70,1,4
1273,car,1,484,91.96,321,0,0,70,1,4
1278,train,0,292,54.7,233,65,4,45,0,4
1278,air,0,292,146.8,60,93,6,45,0,4
1278,bus,0,292,26.67,320,55,8,45,0,4
1278,car,1,292,55.48,184,0,0,45,0,4
1279,train,0,437,73.4,367,85,3,70,1,4
1279,air,1,437,160.25,58,110,36,70,1,4
1279,bus,0,437,32.87,360,63,10,70,1,4
1279,car,0,437,83.03,304,0,0,70,1,4
1280,train,0,437,73.4,367,85,3,70,1,4
1280,air,1,437,160.25,58,110,36,70,1,4
1280,bus,0,437,32.87,360,63,10,70,1,4
1280,car,0,437,83.03,304,0,0,70,1,4
1281,train,0,471,71.4,367,74,3,70,1,4
1281,air,1,471,156.85,58,105,36,70,1,4
1281,bus,0,471,34.07,360,62,10,70,1,4
1281,car,0,471,89.49,310,0,0,70,1,4
1282,train,0,471,71.4,367,74,3,70,1,4
1282,air,1,471,156.85,58,105,36,70,1,4
1282,bus,0,471,34.07,360,62,10,70,1,4
1282,car,0,471,89.49,310,0,0,70,1,4
1283,train,0,471,71.4,367,74,3,70,1,4
1283,air,1,471,156.85,58,105,36,70,1,4
1283,bus,0,471,34.07,360,62,10,70,1,4
1283,car,0,471,89.49,310,0,0,70,1,4
1284,train,0,471,71.4,367,74,3,70,1,4
1284,air,1,471,156.85,58,105,36,70,1,4
1284,bus,0,471,34.07,360,62,10,70,1,4
1284,car,0,471,89.49,310,0,0,70,1,4
1285,train,0,471,71.4,367,74,3,45,1,4
1285,air,1,471,156.85,58,105,36,45,1,4
1285,bus,0,471,34.07,360,62,10,45,1,4
1285,car,0,471,89.49,310,0,0,45,1,4
1286,train,0,471,71.4,367,74,3,70,1,4
1286,air,1,471,156.85,58,105,36,70,1,4
1286,bus,0,471,34.07,360,62,10,70,1,4
1286,car,0,471,89.49,310,0,0,70,1,4
1287,train,0,471,71.4,367,74,3,70,1,4
1287,air,1,471,156.85,58,105,36,70,1,4
1287,bus,0,471,34.07,360,62,10,70,1,4
1287,car,0,471,89.49,310,0,0,70,1,4
1288,train,0,471,71.4,367,74,3,70,1,4
1288,air,1,471,156.85,58,105,36,70,1,4
1288,bus,0,471,34.07,360,62,10,70,1,4
1288,car,0,471,89.49,310,0,0,70,1,4
1289,train,0,471,71.4,367,74,3,55,1,4
1289,air,1,471,156.85,58,105,36,55,1,4
1289,bus,0,471,34.07,360,62,10,55,1,4
1289,car,0,471,89.49,310,0,0,55,1,4
1290,train,0,471,71.4,367,74,3,70,1,4
1290,air,1,471,156.85,58,105,36,70,1,4
1290,bus,0,471,34.07,360,62,10,70,1,4
1290,car,0,471,89.49,310,0,0,70,1,4
1291,train,0,471,71.4,367,74,3,70,1,4
1291,air,1,471,156.85,58,105,36,70,1,4
1291,bus,0,471,34.07,360,62,10,70,1,4
1291,car,0,471,89.49,310,0,0,70,1,4
1292,train,0,471,71.4,367,74,3,55,1,4
1292,air,1,471,156.85,58,105,36,55,1,4
1292,bus,0,471,34.07,360,62,10,55,1,4
1292,car,0,471,89.49,310,0,0,55,1,4
1293,train,0,471,71.4,367,74,3,70,1,4
1293,air,1,471,156.85,58,105,36,70,1,4
1293,bus,0,471,34.07,360,62,10,70,1,4
1293,car,0,471,89.49,310,0,0,70,1,4
1294,train,0,471,71.4,367,74,3,70,1,4
1294,air,1,471,156.85,58,105,36,70,1,4
1294,bus,0,471,34.07,360,62,10,70,1,4
1294,car,0,471,89.49,310,0,0,70,1,4
1295,train,0,471,71.4,367,74,3,70,1,4
1295,air,1,471,156.85,58,105,36,70,1,4
1295,bus,0,471,34.07,360,62,10,70,1,4
1295,car,0,471,89.49,310,0,0,70,1,4
1296,train,0,471,71.4,367,74,3,35,1,4
1296,air,1,471,156.85,58,105,36,35,1,4
1296,bus,0,471,34.07,360,62,10,35,1,4
1296,car,0,471,89.49,310,0,0,35,1,4
1297,train,0,471,71.4,367,74,3,55,1,4
1297,air,1,471,156.85,58,105,36,55,1,4
1297,bus,0,471,34.07,360,62,10,55,1,4
1297,car,0,471,89.49,310,0,0,55,1,4
1298,train,0,471,71.4,367,74,3,70,1,4
1298,air,1,471,156.85,58,105,36,70,1,4
1298,bus,0,471,34.07,360,62,10,70,1,4
1298,car,0,471,89.49,310,0,0,70,1,4
1299,train,0,471,71.4,367,74,3,70,1,4
1299,air,1,471,156.85,58,105,36,70,1,4
1299,bus,0,471,34.07,360,62,10,70,1,4
1299,car,0,471,89.49,310,0,0,70,1,4
1300,train,0,471,71.4,367,74,3,70,1,4
1300,air,1,471,156.85,58,105,36,70,1,4
1300,bus,0,471,34.07,360,62,10,70,1,4
1300,car,0,471,89.49,310,0,0,70,1,4
1301,train,0,471,71.4,367,74,3,70,1,4
1301,air,1,471,156.85,58,105,36,70,1,4
1301,bus,0,471,34.07,360,62,10,70,1,4
1301,car,0,471,89.49,310,0,0,70,1,4
1302,train,0,471,71.4,367,74,3,70,1,4
1302,air,1,471,156.85,58,105,36,70,1,4
1302,bus,0,471,34.07,360,62,10,70,1,4
1302,car,0,471,89.49,310,0,0,70,1,4
1303,train,0,471,71.4,367,74,3,55,1,4
1303,air,0,471,156.85,58,105,36,55,1,4
1303,bus,0,471,34.07,360,62,10,55,1,4
1303,car,1,471,89.49,310,0,0,55,1,4
1304,train,0,471,71.4,367,74,3,70,1,4
1304,air,0,471,156.85,58,105,36,70,1,4
1304,bus,0,471,34.07,360,62,10,70,1,4
1304,car,1,471,89.49,310,0,0,70,1,4
1305,train,0,471,71.4,367,74,3,55,1,4
1305,air,0,471,156.85,58,105,36,55,1,4
1305,bus,0,471,34.07,360,62,10,55,1,4
1305,car,1,471,89.49,310,0,0,55,1,4
1306,train,0,481,73.1,367,75,3,45,1,4
1306,air,1,481,158.25,58,105,36,45,1,4
1306,bus,0,481,33.87,360,65,10,45,1,4
1306,car,0,481,91.39,324,0,0,45,1,4
1307,train,0,476,74.4,367,80,3,36,0,4
1307,air,1,476,163.25,58,110,36,36,0,4
1307,bus,0,476,32.87,360,60,10,36,0,4
1307,car,0,476,90.44,317,0,0,36,0,4
1323,train,0,309,48.1,221,59,4,70,0,4
1323,air,1,309,143.45,60,83,6,70,0,4
1323,bus,0,309,26.32,320,58,8,70,0,4
1323,car,0,309,58.71,198,0,0,70,0,4
1324,train,0,309,48.1,221,59,4,35,0,4
1324,air,0,309,143.45,60,83,6,35,0,4
1324,bus,0,309,26.32,320,58,8,35,0,4
1324,car,1,309,58.71,198,0,0,35,0,4
1325,train,0,309,48.1,221,59,4,25,0,4
1325,air,0,309,143.45,60,83,6,25,0,4
1325,bus,0,309,26.32,320,58,8,25,0,4
1325,car,1,309,58.71,198,0,0,25,0,4
1326,train,0,309,48.1,221,59,4,41,0,4
1326,air,0,309,143.45,60,83,6,41,0,4
1326,bus,0,309,26.32,320,58,8,41,0,4
1326,car,1,309,58.71,198,0,0,41,0,4
1327,train,0,309,48.1,221,59,4,70,0,4
1327,air,0,309,143.45,60,83,6,70,0,4
1327,bus,0,309,26.32,320,58,8,70,0,4
1327,car,1,309,58.71,198,0,0,70,0,4
1328,train,1,488,70.6,350,68,4,45,1,4
1328,air,0,488,153.5,58,95,36,45,1,4
1328,bus,0,488,33.72,360,65,10,45,1,4
1328,car,0,488,92.72,325,0,0,45,1,4
1329,train,1,488,70.6,350,68,4,55,1,4
1329,air,0,488,153.5,58,95,36,55,1,4
1329,bus,0,488,33.72,360,65,10,55,1,4
1329,car,0,488,92.72,325,0,0,55,1,4
1330,train,0,488,70.6,350,68,4,41,1,4
1330,air,1,488,153.5,58,95,36,41,1,4
1330,bus,0,488,33.72,360,65,10,41,1,4
1330,car,0,488,92.72,325,0,0,41,1,4
1331,train,0,488,70.6,350,68,4,41,1,4
1331,air,1,488,153.5,58,95,36,41,1,4
1331,bus,0,488,33.72,360,65,10,41,1,4
1331,car,0,488,92.72,325,0,0,41,1,4
1332,train,0,488,70.6,350,68,4,45,1,4
1332,air,1,488,153.5,58,95,36,45,1,4
1332,bus,0,488,33.72,360,65,10,45,1,4
1332,car,0,488,92.72,325,0,0,45,1,4
1333,train,0,488,70.6,350,68,4,41,1,4
1333,air,1,488,153.5,58,95,36,41,1,4
1333,bus,0,488,33.72,360,65,10,41,1,4
1333,car,0,488,92.72,325,0,0,41,1,4
1334,train,0,488,70.6,350,68,4,70,1,4
1334,air,1,488,153.5,58,95,36,70,1,4
1334,bus,0,488,33.72,360,65,10,70,1,4
1334,car,0,488,92.72,325,0,0,70,1,4
1335,train,0,488,70.6,350,68,4,70,1,4
1335,air,1,488,153.5,58,95,36,70,1,4
1335,bus,0,488,33.72,360,65,10,70,1,4
1335,car,0,488,92.72,325,0,0,70,1,4
1336,train,0,488,70.6,350,68,4,70,1,4
1336,air,1,488,153.5,58,95,36,70,1,4
1336,bus,0,488,33.72,360,65,10,70,1,4
1336,car,0,488,92.72,325,0,0,70,1,4
1337,train,0,488,70.6,350,68,4,70,1,4
1337,air,1,488,153.5,58,95,36,70,1,4
1337,bus,0,488,33.72,360,65,10,70,1,4
1337,car,0,488,92.72,325,0,0,70,1,4
1338,train,0,488,70.6,350,68,4,70,1,4
1338,air,1,488,153.5,58,95,36,70,1,4
1338,bus,0,488,33.72,360,65,10,70,1,4
1338,car,0,488,92.72,325,0,0,70,1,4
1339,train,0,488,70.6,350,68,4,35,1,4
1339,air,1,488,153.5,58,95,36,35,1,4
1339,bus,0,488,33.72,360,65,10,35,1,4
1339,car,0,488,92.72,325,0,0,35,1,4
1340,train,0,488,70.6,350,68,4,70,1,4
1340,air,1,488,153.5,58,95,36,70,1,4
1340,bus,0,488,33.72,360,65,10,70,1,4
1340,car,0,488,92.72,325,0,0,70,1,4
1341,train,0,488,70.6,350,68,4,70,1,4
1341,air,1,488,153.5,58,95,36,70,1,4
1341,bus,0,488,33.72,360,65,10,70,1,4
1341,car,0,488,92.72,325,0,0,70,1,4
1342,train,0,488,70.6,350,68,4,70,1,4
1342,air,1,488,153.5,58,95,36,70,1,4
1342,bus,0,488,33.72,360,65,10,70,1,4
1342,car,0,488,92.72,325,0,0,70,1,4
1343,train,0,488,70.6,350,68,4,70,1,4
1343,air,0,488,153.5,58,95,36,70,1,4
1343,bus,0,488,33.72,360,65,10,70,1,4
1343,car,1,488,92.72,325,0,0,70,1,4
1344,train,0,488,70.6,350,68,4,70,1,4
1344,air,0,488,153.5,58,95,36,70,1,4
1344,bus,0,488,33.72,360,65,10,70,1,4
1344,car,1,488,92.72,325,0,0,70,1,4
1345,train,0,498,72.3,350,69,4,70,1,4
1345,air,1,498,154.9,58,95,36,70,1,4
1345,bus,0,498,33.52,360,68,10,70,1,4
1345,car,0,498,94.62,338,0,0,70,1,4
1346,train,0,498,72.3,350,69,4,70,1,4
1346,air,1,498,154.9,58,95,36,70,1,4
1346,bus,0,498,33.52,360,68,10,70,1,4
1346,car,0,498,94.62,338,0,0,70,1,4
1347,train,0,533,74.6,350,104,4,70,0,4
1347,air,1,533,157.5,58,120,36,70,0,4
1347,bus,0,533,33.52,360,93,10,70,0,4
1347,car,0,533,101.27,344,0,0,70,0,4
1348,train,0,493,73.6,350,74,4,70,0,4
1348,air,1,493,159.9,58,100,36,70,0,4
1348,bus,0,493,32.52,360,63,10,70,0,4
1348,car,0,493,93.67,331,0,0,70,0,4
1378,train,0,312,49.6,221,75,4,45,0,4
1378,air,1,312,143.45,60,89,6,45,0,4
1378,bus,0,312,26.08,255,65,8,45,0,4
1378,car,0,312,59.28,200,0,0,45,0,4
1381,train,0,487,76.1,350,120,4,70,0,4
1381,air,1,487,164.9,58,151,36,70,0,4
1381,bus,0,487,36.52,360,100,10,70,0,4
1381,car,0,487,92.53,306,0,0,70,0,4
1382,train,0,491,72.1,350,84,4,70,1,4
1382,air,1,491,153.5,58,101,36,70,1,4
1382,bus,0,491,34.72,360,72,10,70,1,4
1382,car,0,491,93.29,327,0,0,70,1,4
1383,train,0,491,72.1,350,84,4,70,1,4
1383,air,1,491,153.5,58,101,36,70,1,4
1383,bus,0,491,34.72,360,72,10,70,1,4
1383,car,0,491,93.29,327,0,0,70,1,4
1384,train,0,491,72.1,350,84,4,70,1,4
1384,air,1,491,153.5,58,101,36,70,1,4
1384,bus,0,491,34.72,360,72,10,70,1,4
1384,car,0,491,93.29,327,0,0,70,1,4
1385,train,0,491,72.1,350,84,4,70,1,4
1385,air,1,491,153.5,58,101,36,70,1,4
1385,bus,0,491,34.72,360,72,10,70,1,4
1385,car,0,491,93.29,327,0,0,70,1,4
1386,train,0,491,72.1,350,84,4,70,1,4
1386,air,1,491,153.5,58,101,36,70,1,4
1386,bus,0,491,34.72,360,72,10,70,1,4
1386,car,0,491,93.29,327,0,0,70,1,4
1387,train,0,491,72.1,350,84,4,70,1,4
1387,air,1,491,153.5,58,101,36,70,1,4
1387,bus,0,491,34.72,360,72,10,70,1,4
1387,car,0,491,93.29,327,0,0,70,1,4
1388,train,0,491,72.1,350,84,4,70,1,4
1388,air,1,491,153.5,58,101,36,70,1,4
1388,bus,0,491,34.72,360,72,10,70,1,4
1388,car,0,491,93.29,327,0,0,70,1,4
1389,train,0,491,72.1,350,84,4,70,1,4
1389,air,1,491,153.5,58,101,36,70,1,4
1389,bus,0,491,34.72,360,72,10,70,1,4
1389,car,0,491,93.29,327,0,0,70,1,4
1390,train,0,491,72.1,350,84,4,70,1,4
1390,air,1,491,153.5,58,101,36,70,1,4
1390,bus,0,491,34.72,360,72,10,70,1,4
1390,car,0,491,93.29,327,0,0,70,1,4
1391,train,0,491,72.1,350,84,4,70,1,4
1391,air,1,491,153.5,58,101,36,70,1,4
1391,bus,0,491,34.72,360,72,10,70,1,4
1391,car,0,491,93.29,327,0,0,70,1,4
1392,train,0,501,73.8,350,85,4,70,1,4
1392,air,1,501,154.9,58,101,36,70,1,4
1392,bus,0,501,34.52,360,75,10,70,1,4
1392,car,0,501,95.19,340,0,0,70,1,4
1408,train,0,245,38.6,98,130,8,35,0,4
1408,air,0,245,126,40,136,25,35,0,4
1408,bus,0,245,25.63,245,60,1,35,0,4
1408,car,1,245,46.55,217,0,0,35,0,4
1409,train,0,245,38.6,98,130,8,26,0,4
1409,air,0,245,126,40,136,25,26,0,4
1409,bus,0,245,25.63,245,60,1,26,0,4
1409,car,1,245,46.55,217,0,0,26,0,4
1415,train,1,183,56.6,221,105,4,37,0,4
1415,air,0,183,142.9,60,116,6,37,0,4
1415,bus,0,183,19.01,119,62,4,37,0,4
1415,car,0,183,34.77,137,0,0,37,0,4
1416,train,0,183,56.6,221,105,4,70,0,4
1416,air,0,183,142.9,60,116,6,70,0,4
1416,bus,0,183,19.01,119,62,4,70,0,4
1416,car,1,183,34.77,137,0,0,70,0,4
1417,train,0,198,53.6,221,90,4,70,0,4
1417,air,0,198,142.9,60,106,6,70,0,4
1417,bus,0,198,18.61,119,70,4,70,0,4
1417,car,1,198,37.62,145,0,0,70,0,4
1418,train,0,198,53.6,221,90,4,15,0,4
1418,air,0,198,142.9,60,106,6,15,0,4
1418,bus,0,198,18.61,119,70,4,15,0,4
1418,car,1,198,37.62,145,0,0,15,0,4
1419,train,0,198,53.6,221,90,4,55,0,4
1419,air,0,198,142.9,60,106,6,55,0,4
1419,bus,0,198,18.61,119,70,4,55,0,4
1419,car,1,198,37.62,145,0,0,55,0,4
1420,train,0,198,53.6,221,90,4,45,0,4
1420,air,0,198,142.9,60,106,6,45,0,4
1420,bus,0,198,18.61,119,70,4,45,0,4
1420,car,1,198,37.62,145,0,0,45,0,4
1421,train,0,198,53.6,221,90,4,70,0,4
1421,air,0,198,142.9,60,106,6,70,0,4
1421,bus,0,198,18.61,119,70,4,70,0,4
1421,car,1,198,37.62,145,0,0,70,0,4
1422,train,0,277,55.1,221,95,4,45,0,4
1422,air,0,277,142.9,60,106,6,45,0,4
1422,bus,0,277,25.81,183,90,8,45,0,4
1422,car,1,277,52.63,211,0,0,45,0,4
1423,train,1,261,49.1,221,70,4,25,0,4
1423,air,0,261,140.05,60,74,6,25,0,4
1423,bus,0,261,23.81,183,65,8,25,0,4
1423,car,0,261,49.59,183,0,0,25,0,4
1424,train,1,261,49.1,221,70,4,35,0,4
1424,air,0,261,140.05,60,74,6,35,0,4
1424,bus,0,261,23.81,183,65,8,35,0,4
1424,car,0,261,49.59,183,0,0,35,0,4
1425,train,1,261,49.1,221,70,4,45,0,4
1425,air,0,261,140.05,60,74,6,45,0,4
1425,bus,0,261,23.81,183,65,8,45,0,4
1425,car,0,261,49.59,183,0,0,45,0,4
1426,train,0,261,49.1,221,70,4,70,0,4
1426,air,1,261,140.05,60,74,6,70,0,4
1426,bus,0,261,23.81,183,65,8,70,0,4
1426,car,0,261,49.59,183,0,0,70,0,4
1427,train,0,261,49.1,221,70,4,70,0,4
1427,air,1,261,140.05,60,74,6,70,0,4
1427,bus,0,261,23.81,183,65,8,70,0,4
1427,car,0,261,49.59,183,0,0,70,0,4
1428,train,0,261,49.1,221,70,4,70,0,4
1428,air,1,261,140.05,60,74,6,70,0,4
1428,bus,0,261,23.81,183,65,8,70,0,4
1428,car,0,261,49.59,183,0,0,70,0,4
1429,train,0,261,49.1,221,70,4,70,0,4
1429,air,1,261,140.05,60,74,6,70,0,4
1429,bus,0,261,23.81,183,65,8,70,0,4
1429,car,0,261,49.59,183,0,0,70,0,4
1430,train,0,261,49.1,221,70,4,45,0,4
1430,air,0,261,140.05,60,74,6,45,0,4
1430,bus,0,261,23.81,183,65,8,45,0,4
1430,car,1,261,49.59,183,0,0,45,0,4
1431,train,0,261,49.1,221,70,4,55,0,4
1431,air,0,261,140.05,60,74,6,55,0,4
1431,bus,0,261,23.81,183,65,8,55,0,4
1431,car,1,261,49.59,183,0,0,55,0,4
1432,train,0,261,49.1,221,70,4,55,0,4
1432,air,0,261,140.05,60,74,6,55,0,4
1432,bus,0,261,23.81,183,65,8,55,0,4
1432,car,1,261,49.59,183,0,0,55,0,4
1433,train,0,261,49.1,221,70,4,70,0,4
1433,air,0,261,140.05,60,74,6,70,0,4
1433,bus,0,261,23.81,183,65,8,70,0,4
1433,car,1,261,49.59,183,0,0,70,0,4
1434,train,0,261,49.1,221,70,4,70,0,4
1434,air,0,261,140.05,60,74,6,70,0,4
1434,bus,0,261,23.81,183,65,8,70,0,4
1434,car,1,261,49.59,183,0,0,70,0,4
1435,train,0,261,49.1,221,70,4,55,0,4
1435,air,0,261,140.05,60,74,6,55,0,4
1435,bus,0,261,23.81,183,65,8,55,0,4
1435,car,1,261,49.59,183,0,0,55,0,4
1436,train,0,261,49.1,221,70,4,70,0,4
1436,air,0,261,140.05,60,74,6,70,0,4
1436,bus,0,261,23.81,183,65,8,70,0,4
1436,car,1,261,49.59,183,0,0,70,0,4
1437,train,0,292,51.6,221,83,4,45,0,4
1437,air,0,292,142.9,60,96,6,45,0,4
1437,bus,0,292,25.81,183,80,8,45,0,4
1437,car,1,292,55.48,216,0,0,45,0,4
1438,train,0,340,75.6,350,115,4,70,0,4
1438,air,0,340,161.5,58,146,36,70,0,4
1438,bus,0,340,26.49,304,65,2,70,0,4
1438,car,1,340,64.6,230,0,0,70,0,4
1439,train,1,436,75.6,350,115,4,55,0,4
1439,air,0,436,161.5,58,136,36,55,0,4
1439,bus,0,436,29.49,304,105,2,55,0,4
1439,car,0,436,82.84,288,0,0,55,0,4
1440,train,0,436,75.6,350,115,4,55,0,4
1440,air,0,436,161.5,58,136,36,55,0,4
1440,bus,0,436,29.49,304,105,2,55,0,4
1440,car,1,436,82.84,288,0,0,55,0,4
1441,train,0,494,75.6,350,115,4,70,0,4
1441,air,1,494,161.5,58,136,36,70,0,4
1441,bus,0,494,29.49,304,105,2,70,0,4
1441,car,0,494,93.86,330,0,0,70,0,4
1442,train,0,402,74.1,350,95,4,70,0,4
1442,air,1,402,156.5,58,96,36,70,0,4
1442,bus,0,402,31.25,290,85,10,70,0,4
1442,car,0,402,76.38,299,0,0,70,0,4
1443,train,0,402,74.1,350,95,4,70,0,4
1443,air,1,402,156.5,58,96,36,70,0,4
1443,bus,0,402,31.25,290,85,10,70,0,4
1443,car,0,402,76.38,299,0,0,70,0,4
1444,train,0,402,74.1,350,95,4,70,0,4
1444,air,1,402,156.5,58,96,36,70,0,4
1444,bus,0,402,31.25,290,85,10,70,0,4
1444,car,0,402,76.38,299,0,0,70,0,4
1445,train,0,406,73.6,350,90,4,70,1,4
1445,air,1,406,153.5,58,91,36,70,1,4
1445,bus,0,406,31.25,290,73,10,70,1,4
1445,car,0,406,77.14,303,0,0,70,1,4
1446,train,0,406,73.6,350,90,4,35,1,4
1446,air,1,406,153.5,58,91,36,35,1,4
1446,bus,0,406,31.25,290,73,10,35,1,4
1446,car,0,406,77.14,303,0,0,35,1,4
1447,train,0,406,73.6,350,90,4,70,1,4
1447,air,1,406,153.5,58,91,36,70,1,4
1447,bus,0,406,31.25,290,73,10,70,1,4
1447,car,0,406,77.14,303,0,0,70,1,4
1448,train,0,406,73.6,350,90,4,55,1,4
1448,air,1,406,153.5,58,91,36,55,1,4
1448,bus,0,406,31.25,290,73,10,55,1,4
1448,car,0,406,77.14,303,0,0,55,1,4
1449,train,0,406,73.6,350,90,4,70,1,4
1449,air,1,406,153.5,58,91,36,70,1,4
1449,bus,0,406,31.25,290,73,10,70,1,4
1449,car,0,406,77.14,303,0,0,70,1,4
1450,train,0,406,73.6,350,90,4,70,1,4
1450,air,1,406,153.5,58,91,36,70,1,4
1450,bus,0,406,31.25,290,73,10,70,1,4
1450,car,0,406,77.14,303,0,0,70,1,4
1451,train,0,406,73.6,350,90,4,45,1,4
1451,air,0,406,153.5,58,91,36,45,1,4
1451,bus,0,406,31.25,290,73,10,45,1,4
1451,car,1,406,77.14,303,0,0,45,1,4
1452,train,1,440,71.6,350,79,4,37,1,4
1452,air,0,440,150.1,58,86,36,37,1,4
1452,bus,0,440,32.45,290,72,10,37,1,4
1452,car,0,440,83.6,309,0,0,37,1,4
1453,train,1,440,71.6,350,79,4,45,1,4
1453,air,0,440,150.1,58,86,36,45,1,4
1453,bus,0,440,32.45,290,72,10,45,1,4
1453,car,0,440,83.6,309,0,0,45,1,4
1454,train,1,440,71.6,350,79,4,70,1,4
1454,air,0,440,150.1,58,86,36,70,1,4
1454,bus,0,440,32.45,290,72,10,70,1,4
1454,car,0,440,83.6,309,0,0,70,1,4
1455,train,0,440,71.6,350,79,4,70,1,4
