deal_id,company_id,deal_created_date,deal_close_date,status,product_code,product_name,channel,owner,deal_mrr,reopened_flag,company_name,industry,employee_count,is_partner,first_invoice_date,event_occurred,time_to_invoice
D201331,C102727,8/12/2024,19/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,1134,0,Alpha Holdings,Retail,16,0,1/02/2025,1,13
D201335,C103168,10/03/2024,30/04/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2065,0,Kauri Holdings,Manufacturing,32,1,1/05/2024,1,1
D201338,C100994,16/10/2024,10/11/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,115,0,Kauri Alpha Ltd,Manufacturing,63,0,1/12/2024,1,21
D201339,C103535,16/12/2024,14/01/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,661,0,Eurotec Trust,Education,14,0,1/02/2025,1,18
D201343,C101202,15/06/2025,31/07/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,4754,0,Ohomairangi Limited,Healthcare,8,0,1/08/2025,1,1
D201344,C103818,2/09/2024,12/10/2024,Closed Won,PM,People Management,Direct,dinkster,1664,0,Harbour Services,Manufacturing,105,1,1/11/2024,1,20
D201345,C103475,11/06/2025,9/09/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1780,0,Rimu Holdings,Legal,1,1,1/10/2025,1,22
D201347,C101004,17/02/2025,21/04/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,4816,0,Wenita Ltd,Software,9,0,1/05/2025,1,10
D201350,C103804,4/07/2024,6/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,1414,0,Harbour Pivot Services,Legal,1,0,1/10/2024,1,25
D201356,C102955,7/09/2024,30/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1484,0,Atlas Limited,Manufacturing,25,0,1/11/2024,1,32
D201364,C104850,1/06/2025,17/08/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,3089,0,Alpha Tui Partners,Manufacturing,34,1,1/09/2025,1,15
D201365,C103488,21/03/2024,29/03/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,616,0,Ohomairangi Atlas Ltd,Software,50,1,1/04/2024,1,3
D201366,C102212,6/03/2025,17/03/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,6176,0,Beta Group,Software,31,0,1/04/2025,1,15
D201369,C101924,23/01/2025,27/03/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,326,0,Alpha Atlas Group,Education,43,0,1/05/2025,1,35
D201371,C101775,2/03/2025,21/04/2025,Closed Won,PM,People Management,Direct,dt,1355,0,Duncan Air Partners,Manufacturing,18,0,1/05/2025,1,10
D201372,C104037,31/07/2024,1/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,1184,0,Harbour Harbour Group,Construction,49,0,1/09/2024,1,31
D201374,C102707,26/11/2024,9/12/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,460,0,Ohomairangi Trust,Education,27,1,1/01/2025,1,23
D201376,C103247,13/02/2025,12/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,2469,0,Pivot Trust,Construction,98,0,1/06/2025,1,20
D201378,C104808,26/05/2024,4/08/2024,Closed Won,PM,People Management,Partners,dt,1515,0,Beta Pivot Co.,Manufacturing,46,0,1/09/2024,1,28
D201379,C101688,25/03/2024,12/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,344,0,Summit Holdings,Software,67,0,1/06/2024,1,20
D201380,C100636,12/07/2024,15/07/2024,Closed Won,PM,People Management,Direct,nobody,1449,0,Atlas Beta Group,Healthcare,23,1,1/08/2024,1,17
D201381,C100274,3/01/2024,8/02/2024,Closed Won,PM,People Management,Partners,unassigned,1320,0,Kauri Group,Healthcare,1,1,1/03/2024,1,22
D201383,C102958,17/03/2025,21/04/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,870,0,Summit Eurotec Limited,Retail,31,0,1/05/2025,1,10
D201385,C100788,11/11/2024,11/12/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3668,0,Alpha Nimbus Co.,Software,1,0,1/01/2025,1,21
D201386,C103369,19/03/2024,8/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,784,0,Ohomairangi Harbour Ltd,Software,9,0,1/06/2024,1,24
D201387,C100187,5/05/2024,19/07/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,781,0,Beta Kea Group,Construction,1,0,1/08/2024,1,13
D201388,C101574,1/02/2025,14/02/2025,Closed Won,PM,People Management,Direct,dinkster,1522,0,Harbour Partners,Healthcare,21,0,1/03/2025,1,15
D201390,C102214,14/06/2024,23/06/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,630,0,Kea Services,Healthcare,19,0,1/07/2024,1,8
D201392,C100688,17/01/2025,29/01/2025,Closed Won,PM,People Management,Partners,unassigned,869,0,Kauri Pivot Co.,Accounting,59,0,1/02/2025,1,3
D201396,C101860,3/03/2024,21/03/2024,Closed Won,PM,People Management,Direct,nobody,1318,0,Beta Limited,Healthcare,43,0,1/04/2024,1,11
D201402,C100372,7/04/2024,8/06/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,3115,0,Kauri Rimu Holdings,Manufacturing,34,0,1/07/2024,1,23
D201406,C104225,14/02/2025,7/04/2025,Closed Won,PM,People Management,Direct,shao,1494,0,Kea Trust,Legal,25,0,1/05/2025,1,24
D201407,C103082,30/07/2024,4/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,493,0,Duncan Air Ltd,Healthcare,1,0,1/10/2024,1,27
D201409,C102092,23/06/2024,23/07/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1184,0,Rimu Holdings,Legal,94,0,1/09/2024,1,40
D201410,C103756,29/04/2024,6/07/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,1532,0,Wenita Nimbus Services,Education,28,0,1/08/2024,1,26
D201417,C101275,3/10/2024,12/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,-4713,0,Kea Limited,Accounting,6,0,1/12/2024,1,19
D201418,C104676,19/02/2025,12/03/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,935,0,Wenita Trust,Healthcare,15,0,1/04/2025,1,20
D201421,C102750,16/06/2025,10/09/2025,Closed Won,PM,People Management,Direct,shao,1026,0,Kea Tui Trust,Software,1,0,1/10/2025,1,21
D201422,C100272,23/06/2024,4/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,1190,0,Wenita Services,Retail,31,1,1/10/2024,1,27
D201425,C103730,13/04/2025,2/05/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,895,0,Nimbus Tui Partners,Healthcare,5,0,1/06/2025,1,30
D201430,C101387,4/03/2025,20/04/2025,Closed Won,PM,People Management,Partners,shao,776,0,Kauri Holdings,Retail,1,0,1/05/2025,1,11
D201432,C103500,10/01/2025,21/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,2459,0,Nimbus Kauri Holdings,Retail,15,0,1/03/2025,1,39
D201433,C101684,25/11/2024,17/12/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,6875,0,Nimbus Services,Manufacturing,52,0,1/01/2025,1,15
D201434,C103254,10/01/2024,25/02/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,1415,0,Pivot Holdings,Accounting,12,0,1/03/2024,1,5
D201437,C102021,20/09/2024,16/11/2024,Closed Won,PM,People Management,Partners,mkoenen,2180,0,Summit Trust,Retail,46,0,1/12/2024,1,15
D201439,C101593,28/04/2025,18/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,4806,0,Rimu Services,Construction,31,0,1/07/2025,1,13
D201441,C100129,14/10/2024,15/10/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,1961,0,Kauri Kea Co.,Software,30,0,1/11/2024,1,17
D201449,C100034,12/02/2025,22/03/2025,Closed Won,PM,People Management,Direct,shao,-1994,0,Rimu Ohomairangi Limited,Software,46,0,1/05/2025,1,40
D201450,C102793,20/04/2025,10/05/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,1353,0,Rimu Limited,Software,77,0,1/06/2025,1,22
D201451,C100031,9/04/2025,22/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,2345,0,Atlas Harbour Partners,Retail,58,0,1/07/2025,1,9
D201460,C100528,24/01/2025,19/02/2025,Closed Won,PM,People Management,Partners,mkoenen,2031,0,Tui Services,Education,41,0,1/04/2025,1,41
D201461,C101362,27/11/2024,29/01/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,221,0,Eurotec Services,Construction,12,0,1/03/2025,1,31
D201462,C104848,17/09/2024,27/11/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,2644,0,Harbour Wenita Co.,Education,65,0,1/01/2025,1,35
D201465,C103162,24/03/2024,18/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2210,0,Kauri Holdings,Accounting,35,0,1/06/2024,1,14
D201466,C101940,26/01/2025,12/02/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,nobody,1133,0,Ohomairangi Partners,Construction,43,0,1/03/2025,1,17
D201471,C102227,20/02/2024,20/04/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,6329,0,Beta Partners,Construction,26,1,1/05/2024,1,11
D201472,C102410,1/04/2024,17/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2807,0,Harbour Group,Software,30,1,1/06/2024,1,15
D201473,C101524,13/07/2024,9/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,5067,0,Alpha Partners,Education,22,0,1/09/2024,1,23
D201475,C102736,3/10/2024,31/12/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,538,0,Rimu Services,Legal,42,0,1/01/2025,1,1
D201478,C103782,3/06/2024,15/07/2024,Closed Won,PM,People Management,Direct,mkoenen,1259,0,Beta Trust,Retail,73,0,1/08/2024,1,17
D201481,C103811,21/01/2024,23/02/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,568,0,Tui Group,Education,29,0,1/04/2024,1,38
D201484,C100408,9/06/2025,29/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,4264,0,Eurotec Holdings,Software,17,0,1/07/2025,1,2
D201487,C103932,26/10/2024,4/01/2025,Closed Won,PM,People Management,Partners,shao,890,0,Atlas Partners,Healthcare,1,0,1/02/2025,1,28
D201492,C104352,12/06/2024,1/08/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2008,0,Pivot Partners,Manufacturing,74,0,1/09/2024,1,31
D201496,C101284,25/08/2024,28/09/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,3030,0,Rimu Ltd,Software,1,0,1/11/2024,1,34
D201498,C100734,26/01/2024,28/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,0,0,Harbour Partners,Legal,39,0,1/04/2024,1,4
D201501,C102983,13/11/2024,23/12/2024,Closed Won,PM,People Management,Partners,dt,98,0,Duncan Air Partners,Legal,1,0,1/01/2025,1,9
D201502,C104500,22/04/2025,17/05/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,2835,0,Atlas Services,Software,10,0,1/06/2025,1,15
D201503,C104890,26/06/2025,6/07/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,nobody,2892,0,Tui Holdings,Legal,1,0,1/08/2025,1,26
D201504,C104163,10/03/2024,30/03/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,625,0,Nimbus Ltd,Education,39,1,1/04/2024,1,2
D201505,C100457,27/02/2024,15/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,1133,0,Nimbus Co.,Legal,19,0,1/06/2024,1,17
D201509,C103701,28/06/2024,21/08/2024,Closed Won,PM,People Management,Partners,dt,702,0,Nimbus Rimu Ltd,Manufacturing,1,0,1/09/2024,1,11
D201510,C102648,23/05/2025,24/05/2025,Closed Won,PM,People Management,Direct,dt,1495,0,Harbour Co.,Retail,34,0,1/06/2025,1,8
D201511,C102294,11/12/2024,28/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1012,1,Rimu Group,Legal,44,0,1/02/2025,1,4
D201512,C101357,10/03/2025,28/05/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,873,0,Kauri Group,Accounting,85,0,1/06/2025,1,4
D201516,C104190,20/04/2025,20/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2484,0,Alpha Limited,Construction,22,0,1/07/2025,1,11
D201517,C104474,16/11/2024,5/02/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,3656,0,Ohomairangi Harbour Services,Retail,2,0,1/03/2025,1,24
D201524,C102657,2/12/2024,19/01/2025,Closed Won,PM,People Management,Direct,dinkster,1588,0,Wenita Services,Retail,56,0,1/02/2025,1,13
D201527,C104408,12/06/2024,20/06/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,1438,0,Kea Partners,Accounting,1,0,1/07/2024,1,11
D201528,C102062,30/01/2024,2/02/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,3731,0,Kauri Alpha Services,Education,10,0,1/03/2024,1,28
D201535,C102500,15/10/2024,8/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,4979,0,Harbour Ltd,Accounting,51,0,1/02/2025,1,24
D201536,C102092,27/12/2024,1/01/2025,Closed Won,PM,People Management,Direct,unassigned,1112,0,Rimu Holdings,Legal,94,0,1/02/2025,1,31
D201537,C101344,16/05/2024,29/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,762,0,Tui Limited,Education,50,0,1/07/2024,1,33
D201538,C100783,1/09/2024,27/11/2024,Closed Won,PM,People Management,Direct,dinkster,2159,0,Kea Summit Ltd,Retail,32,0,1/12/2024,1,4
D201539,C100744,24/05/2025,25/06/2025,Closed Won,PM,People Management,Direct,shao,569,0,Atlas Kauri Group,Legal,1,0,1/07/2025,1,6
D201542,C102767,6/08/2024,19/10/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,8162,0,Kauri Beta Services,Retail,50,0,1/11/2024,1,13
D201543,C103088,30/11/2024,17/12/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,2279,0,Summit Alpha Group,Retail,1,0,1/01/2025,1,15
D201547,C101311,20/11/2024,25/01/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,845,0,Atlas Ltd,Education,31,0,1/02/2025,1,7
D201548,C101951,25/03/2024,5/06/2024,Closed Won,PM,People Management,Direct,awong,1305,0,Tui Co.,Retail,21,1,1/07/2024,1,26
D201557,C101601,11/07/2024,6/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,492,0,Ohomairangi Ltd,Education,18,1,1/11/2024,1,26
D201559,C102403,20/08/2024,26/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,122,0,Pivot Duncan Air Group,Education,1,0,1/11/2024,1,6
D201560,C100973,18/05/2024,9/06/2024,Closed Won,PM,People Management,Partners,dt,461,0,Nimbus Eurotec Holdings,Construction,15,0,1/07/2024,1,22
D201563,C100874,12/03/2025,20/03/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,2871,0,Tui Limited,Manufacturing,13,0,1/04/2025,1,12
D201565,C103366,23/12/2024,1/02/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,4545,0,Nimbus Partners,Accounting,57,0,1/02/2025,1,0
D201567,C101572,20/02/2025,22/04/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,5362,0,Nimbus Ltd,Software,50,0,1/05/2025,1,9
D201568,C100708,23/02/2024,14/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,2516,0,Beta Nimbus Ltd,Retail,52,0,1/04/2024,1,18
D201569,C101248,12/06/2024,2/08/2024,Closed Won,PM,People Management,Partners,mkoenen,1341,0,Nimbus Holdings,Software,1,0,1/09/2024,1,30
D201572,C103606,13/01/2024,28/02/2024,Closed Won,PM,People Management,Direct,shao,998,0,Eurotec Summit Partners,Retail,23,0,1/03/2024,1,2
D201575,C104637,14/01/2025,26/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2413,0,Atlas Ltd,Retail,1,1,1/02/2025,1,6
D201577,C101838,13/03/2025,16/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,686,0,Atlas Co.,Construction,58,0,1/05/2025,1,15
D201579,C104325,1/12/2024,28/02/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,857,0,Beta Limited,Education,1,0,1/03/2025,1,1
D201580,C104341,6/01/2024,27/02/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1483,0,Kauri Holdings,Software,1,0,1/03/2024,1,3
D201581,C103381,8/05/2025,30/07/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,1424,0,Beta Nimbus Limited,Legal,10,0,1/08/2025,1,2
D201582,C103015,29/01/2025,8/02/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,1015,0,Wenita Beta Co.,Accounting,10,0,1/03/2025,1,21
D201583,C100164,7/03/2024,29/04/2024,Closed Won,PM,People Management,Direct,dt,1900,0,Wenita Harbour Group,Education,50,0,1/05/2024,1,2
D201584,C100469,4/08/2024,15/09/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1407,0,Beta Holdings,Accounting,68,1,1/10/2024,1,16
D201585,C100580,3/04/2024,28/04/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,303,0,Tui Group,Construction,36,0,1/05/2024,1,3
D201587,C101387,17/05/2025,24/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,2388,0,Kauri Holdings,Retail,1,0,1/06/2025,1,8
D201589,C104457,9/01/2024,10/01/2024,Closed Won,PM,People Management,Direct,mkoenen,264,0,Duncan Air Harbour Partners,Legal,55,0,1/02/2024,1,22
D201594,C104152,30/01/2025,29/03/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,5023,0,Tui Co.,Legal,19,0,1/04/2025,1,3
D201595,C104874,3/02/2025,8/02/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3296,0,Kea Atlas Group,Healthcare,40,0,1/03/2025,1,21
D201597,C101133,4/03/2025,21/04/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,4253,0,Alpha Duncan Air Holdings,Construction,1,0,1/05/2025,1,10
D201599,C103786,13/10/2024,4/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,nobody,5322,0,Pivot Nimbus Limited,Construction,13,0,1/12/2024,1,27
D201603,C103688,23/04/2024,26/05/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,4870,0,Summit Summit Holdings,Healthcare,107,0,1/06/2024,1,6
D201608,C103175,3/03/2025,24/03/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2714,0,Duncan Air Services,Healthcare,33,0,1/04/2025,1,8
D201609,C101811,1/01/2024,31/01/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,1613,0,Nimbus Limited,Accounting,68,1,1/02/2024,1,1
D201611,C104993,6/10/2024,16/10/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,500,0,Eurotec Co.,Healthcare,67,0,1/11/2024,1,16
D201613,C103036,6/03/2024,23/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,296,0,Eurotec Holdings,Construction,20,1,1/06/2024,1,9
D201614,C103998,18/08/2024,20/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,450,0,Summit Limited,Accounting,67,0,1/09/2024,1,12
D201618,C100518,26/02/2025,16/03/2025,Closed Won,PM,People Management,Partners,awong,754,0,Rimu Wenita Limited,Legal,24,1,1/04/2025,1,16
D201620,C104830,1/07/2024,7/08/2024,Closed Won,PM,People Management,Partners,unassigned,1517,0,Rimu Co.,Healthcare,54,0,1/09/2024,1,25
D201621,C103272,1/05/2024,1/07/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,712,0,Harbour Kea Group,Construction,57,0,1/07/2024,1,0
D201622,C104476,24/01/2025,10/02/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,850,0,Nimbus Partners,Software,18,0,1/03/2025,1,19
D201625,C103644,25/12/2024,25/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,3191,0,Atlas Partners,Healthcare,3,0,1/02/2025,1,7
D201630,C102576,15/08/2024,11/10/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,4183,0,Pivot Group,Retail,13,0,1/11/2024,1,21
D201632,C101938,29/07/2024,9/08/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,840,0,Harbour Co.,Accounting,17,0,1/09/2024,1,23
D201633,C104242,12/02/2024,11/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,3916,0,Summit Kea Partners,Software,11,0,1/06/2024,1,21
D201635,C104223,24/03/2025,18/06/2025,Closed Won,PM,People Management,Partners,unassigned,1444,1,Atlas Co.,Healthcare,1,0,1/07/2025,1,13
D201637,C102837,12/04/2024,25/04/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,248,0,Atlas Trust,Retail,33,0,1/05/2024,1,6
D201638,C103551,20/07/2024,17/09/2024,Closed Won,PM,People Management,Partners,unassigned,1665,0,Ohomairangi Trust,Software,27,0,1/10/2024,1,14
D201640,C102957,31/05/2024,7/06/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,900,0,Rimu Co.,Legal,1,0,1/07/2024,1,24
D201641,C102127,6/03/2024,10/04/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,2659,0,Harbour Holdings,Retail,31,0,1/05/2024,1,21
D201642,C103176,21/02/2024,1/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,5110,0,Kauri Partners,Construction,36,1,1/04/2024,1,31
D201644,C104298,16/03/2024,2/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,nobody,1214,0,Beta Services,Construction,54,0,1/06/2024,1,30
D201645,C101033,25/02/2025,13/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,1592,0,Rimu Services,Legal,11,0,1/06/2025,1,19
D201652,C104568,30/06/2024,17/07/2024,Closed Won,PM,People Management,Partners,dt,104,0,Duncan Air Holdings,Accounting,1,0,1/08/2024,1,15
D201653,C100533,14/12/2024,23/01/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,934,0,Eurotec Co.,Education,62,0,1/02/2025,1,9
D201654,C103512,12/08/2024,16/09/2024,Closed Won,PM,People Management,Partners,mkoenen,1702,0,Beta Co.,Healthcare,48,0,1/10/2024,1,15
D201658,C104576,14/09/2024,14/11/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,2315,0,Alpha Kauri Holdings,Education,29,0,1/12/2024,1,17
D201660,C101107,24/02/2024,20/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1680,0,Alpha Rimu Trust,Software,4,0,1/06/2024,1,12
D201666,C102232,21/06/2024,17/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,401,0,Duncan Air Wenita Limited,Healthcare,86,1,1/09/2024,1,15
D201668,C104838,4/05/2025,14/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,3274,0,Pivot Trust,Healthcare,2,0,1/07/2025,1,17
D201669,C101606,9/12/2024,20/01/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,312,0,Nimbus Limited,Accounting,41,0,1/03/2025,1,40
D201677,C101406,7/05/2025,21/06/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,354,0,Atlas Co.,Retail,1,0,1/07/2025,1,10
D201678,C101334,7/08/2024,24/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,905,0,Kauri Partners,Retail,1,0,1/10/2024,1,7
D201679,C104956,29/03/2024,30/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,nobody,2031,0,Wenita Group,Accounting,13,0,1/06/2024,1,2
D201682,C102490,7/06/2025,12/07/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,5529,0,Summit Limited,Education,60,0,1/08/2025,1,20
D201683,C101695,26/04/2025,28/06/2025,Closed Won,PM,People Management,Partners,dinkster,1859,1,Beta Trust,Software,37,0,1/07/2025,1,3
D201687,C102074,18/05/2025,19/05/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,2341,0,Nimbus Ltd,Retail,1,0,1/06/2025,1,13
D201692,C103931,17/05/2025,6/08/2025,Closed Won,PM,People Management,Direct,awong,682,0,Ohomairangi Holdings,Manufacturing,37,0,1/09/2025,1,26
D201695,C104929,8/05/2025,17/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,750,0,Rimu Atlas Services,Software,1,0,1/06/2025,1,15
D201698,C103223,24/03/2024,7/06/2024,Closed Won,PM,People Management,Direct,mkoenen,736,0,Eurotec Group,Accounting,9,1,1/07/2024,1,24
D201704,C101166,2/06/2024,31/08/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,1731,0,Beta Co.,Legal,1,0,1/09/2024,1,1
D201708,C100662,22/12/2024,5/02/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,2811,0,Nimbus Ltd,Software,17,0,1/03/2025,1,24
D201709,C104391,12/11/2024,23/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,5968,0,Summit Co.,Software,1,0,1/12/2024,1,8
D201712,C100926,6/03/2024,31/03/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1465,0,Ohomairangi Trust,Software,1,0,1/04/2024,1,1
D201713,C104255,10/02/2025,25/04/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,4049,0,Eurotec Kauri Ltd,Healthcare,17,0,1/05/2025,1,6
D201715,C104327,7/03/2025,25/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2260,0,Wenita Trust,Accounting,33,0,1/06/2025,1,7
D201716,C102893,11/11/2024,30/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,5735,0,Atlas Tui Group,Software,44,0,1/03/2025,1,30
D201717,C103269,24/01/2025,28/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1599,0,Kauri Limited,Accounting,53,0,1/03/2025,1,32
D201718,C100885,4/01/2025,17/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,2757,0,Rimu Partners,Software,27,0,1/02/2025,1,15
