case,choice_air,choice_bus,choice_car,choice_train,cost_air,cost_bus,cost_car,cost_train,freq_air,freq_bus,freq_car,freq_train,ivt_air,ivt_bus,ivt_car,ivt_train,ovt_air,ovt_bus,ovt_car,ovt_train,income,chosen,chosen_encoded
1472,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1473,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,40,air,0
1474,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1475,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,55,air,0
1476,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1477,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1478,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1479,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1480,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1481,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1482,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1483,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1484,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,35,air,0
1485,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1486,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1487,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1488,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,55,air,0
1489,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1490,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1491,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1492,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1493,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,35,air,0
1494,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1495,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1496,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1497,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1498,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1499,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1500,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1501,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1502,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1503,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,45,air,0
1504,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,55,air,0
1505,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1506,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,55,air,0
1507,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,55,air,0
1508,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1509,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1510,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1511,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,35,air,0
1512,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,55,air,0
1513,1,0,0,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,air,0
1514,0,0,1,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,30,car,2
1515,0,0,1,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,car,2
1516,0,0,1,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,70,car,2
1517,0,0,1,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,35,car,2
1518,0,0,1,0,150.1,32.45,83.6,71.6,36,10,0,4,58,290,309,350,86,72,0,79,55,car,2
1519,1,0,0,0,151.5,32.25,85.5,73.3,36,10,0,4,58,290,322,350,86,75,0,80,70,air,0
1520,1,0,0,0,151.5,32.25,85.5,73.3,36,10,0,4,58,290,322,350,86,75,0,80,70,air,0
1521,1,0,0,0,151.5,32.25,85.5,73.3,36,10,0,4,58,290,322,350,86,75,0,80,70,air,0
1522,1,0,0,0,151.5,32.25,85.5,73.3,36,10,0,4,58,290,322,350,86,75,0,80,35,air,0
1523,1,0,0,0,151.5,32.25,85.5,73.3,36,10,0,4,58,290,322,350,86,75,0,80,70,air,0
1524,1,0,0,0,151.5,32.25,85.5,73.3,36,10,0,4,58,290,322,350,86,75,0,80,70,air,0
1525,1,0,0,0,151.5,32.25,85.5,73.3,36,10,0,4,58,290,322,350,86,75,0,80,70,air,0
1526,0,0,1,0,154.1,32.25,92.15,75.6,36,10,0,4,58,290,329,350,111,100,0,115,70,car,2
1527,1,0,0,0,156.5,31.25,84.55,74.6,36,10,0,4,58,290,316,350,91,70,0,85,70,air,0
1528,1,0,0,0,156.5,31.25,84.55,74.6,36,10,0,4,58,290,316,350,91,70,0,85,55,air,0
1529,0,0,1,0,156.5,31.25,84.55,74.6,36,10,0,4,58,290,316,350,91,70,0,85,70,car,2
1530,0,0,1,0,183.5,33.61,105.64,82.6,45,7,0,4,69,370,377,370,111,90,0,98,35,car,2
1531,0,0,1,0,183.5,33.61,118.75,84.6,45,7,0,4,69,370,428,370,116,100,0,110,70,car,2
1532,1,0,0,0,175.5,33.61,106.78,82.05,45,7,0,4,69,370,372,370,98,75,0,85,55,air,0
1533,1,0,0,0,175.5,33.61,106.78,82.05,45,7,0,4,69,370,372,370,98,75,0,85,70,air,0
1534,1,0,0,0,175.5,33.61,106.78,82.05,45,7,0,4,69,370,372,370,98,75,0,85,27,air,0
1535,0,0,0,1,175.5,33.61,106.78,80.6,45,7,0,4,69,370,372,370,98,80,0,90,45,train,3
1536,1,0,0,0,175.5,33.61,106.78,80.6,45,7,0,4,69,370,372,370,98,80,0,90,70,air,0
1537,1,0,0,0,175.5,33.61,106.78,80.6,45,7,0,4,69,370,372,370,98,80,0,90,45,air,0
1538,1,0,0,0,175.5,33.61,106.78,80.6,45,7,0,4,69,370,372,370,98,80,0,90,35,air,0
1583,0,0,0,1,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,70,train,3
1584,0,0,0,1,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,70,train,3
1585,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,70,air,0
1586,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,55,air,0
1587,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,45,air,0
1588,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,70,air,0
1589,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,70,air,0
1590,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,70,air,0
1591,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,70,air,0
1592,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,70,air,0
1593,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,45,air,0
1594,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,45,air,0
1595,1,0,0,0,173.5,33.51,104.88,75.15,45,7,0,4,69,370,359,370,91,73,0,80,70,air,0
1596,1,0,0,0,174.15,33.71,105.83,74.6,45,7,0,4,69,370,365,370,94,70,0,75,70,air,0
1597,1,0,0,0,174.15,33.71,105.83,74.6,45,7,0,4,69,370,365,370,94,70,0,75,55,air,0
1598,0,0,0,1,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,train,3
1599,0,0,0,1,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,train,3
1600,0,0,0,1,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,55,train,3
1601,0,0,0,1,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,train,3
1602,0,0,0,1,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,train,3
1603,0,0,0,1,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,35,train,3
1604,0,0,0,1,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,train,3
1605,1,0,0,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,air,0
1606,1,0,0,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,air,0
1607,1,0,0,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,air,0
1608,1,0,0,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,air,0
1609,1,0,0,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,air,0
1610,1,0,0,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,air,0
1611,1,0,0,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,45,air,0
1612,1,0,0,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,air,0
1613,1,0,0,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,air,0
1614,0,0,1,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,car,2
1615,0,0,1,0,180.05,33.66,105.83,72.6,45,7,0,4,69,370,365,370,91,68,0,67,70,car,2
1616,0,0,0,1,180.6,34.41,105.83,73.6,45,7,0,4,69,370,365,370,101,75,0,80,45,train,3
1617,1,0,0,0,180.6,34.41,105.83,73.6,45,7,0,4,69,370,365,370,101,75,0,80,70,air,0
1618,1,0,0,0,181.5,34.11,105.83,74.1,45,7,0,4,69,370,365,370,96,80,0,82,70,air,0
1619,1,0,0,0,181.5,34.11,105.83,74.1,45,7,0,4,69,370,365,370,96,80,0,82,25,air,0
1620,1,0,0,0,183.1,35.11,106.78,75.6,45,7,0,4,69,370,372,370,106,85,0,85,55,air,0
1621,1,0,0,0,183.1,35.11,106.78,75.6,45,7,0,4,69,370,372,370,106,85,0,85,70,air,0
1623,1,0,0,0,179.8,33.61,113.05,76.45,45,7,0,4,69,370,392,370,96,80,0,90,70,air,0
1624,1,0,0,0,179.5,35.61,108.49,74.6,45,7,0,4,69,370,372,370,100,85,0,85,25,air,0
1625,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,55,air,0
1626,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,70,air,0
1627,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,70,air,0
1628,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,70,air,0
1629,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,70,air,0
1630,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,34,air,0
1631,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,70,air,0
1632,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,70,air,0
1633,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,70,air,0
1634,1,0,0,0,179.85,33.11,107.16,76.1,45,7,0,4,69,370,366,370,104,70,0,85,70,air,0
1635,0,0,1,0,174.8,33.61,118.56,76.6,45,7,0,4,69,370,409,370,96,90,0,94,70,car,2
1636,1,0,0,0,183.5,33.61,113.05,82.6,45,7,0,4,69,370,416,370,121,95,0,105,55,air,0
1637,1,0,0,0,183.5,33.61,113.05,82.6,45,7,0,4,69,370,416,370,121,95,0,105,45,air,0
1640,1,0,0,0,183.5,33.61,113.05,76.6,45,7,0,4,69,370,392,370,121,95,0,107,55,air,0
1641,1,0,0,0,178.0,35.61,127.49,82.6,45,7,0,4,69,370,440,370,146,115,0,130,70,air,0
1642,0,0,1,0,178.0,35.61,127.49,82.6,45,7,0,4,69,370,440,370,146,115,0,130,35,car,2
1646,1,0,0,0,200.9,53.82,146.3,106.35,4,6,0,2,84,629,492,507,79,66,0,84,35,air,0
1647,1,0,0,0,201.9,53.32,146.87,106.9,4,6,0,2,84,629,496,534,87,66,0,92,55,air,0
1648,1,0,0,0,201.9,53.32,146.87,106.9,4,6,0,2,84,629,496,534,87,66,0,92,70,air,0
1649,1,0,0,0,201.9,53.32,146.87,106.9,4,6,0,2,84,629,496,534,87,66,0,92,35,air,0
1650,1,0,0,0,201.9,53.32,146.87,106.9,4,6,0,2,84,629,496,534,87,66,0,92,55,air,0
1651,1,0,0,0,201.9,53.32,146.87,106.9,4,6,0,2,84,629,496,534,87,66,0,92,70,air,0
1652,1,0,0,0,201.9,53.32,146.87,106.9,4,6,0,2,84,629,496,534,87,66,0,92,70,air,0
1653,1,0,0,0,180.1,34.61,118.56,77.6,45,7,0,4,69,370,409,370,126,105,0,115,70,air,0
1654,1,0,0,0,180.1,34.61,118.56,77.6,45,7,0,4,69,370,409,370,126,105,0,115,70,air,0
1655,1,0,0,0,183.5,34.61,113.62,82.6,45,7,0,4,69,370,387,370,111,90,0,100,25,air,0
1656,0,0,1,0,183.5,34.61,113.62,82.6,45,7,0,4,69,370,387,370,111,90,0,100,35,car,2
1658,1,0,0,0,209.9,56.57,177.46,112.1,4,6,0,2,84,629,615,534,111,105,0,134,70,air,0
1659,1,0,0,0,209.9,56.57,186.2,112.6,4,6,0,2,84,629,667,534,91,115,0,144,70,air,0
1664,0,0,1,0,145.9,17.76,39.52,53.6,6,4,0,3,60,119,134,263,106,65,0,75,25,car,2
1665,0,0,1,0,145.9,24.96,54.53,55.1,6,8,0,3,60,183,200,263,106,85,0,80,45,car,2
1666,0,0,1,0,145.9,24.96,57.38,51.6,6,8,0,3,60,183,205,263,96,75,0,68,45,car,2
1667,1,0,0,0,156.5,30.4,79.04,73.6,36,10,0,2,58,290,292,440,91,68,0,75,70,air,0
1668,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1669,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1670,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1671,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1672,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,35,air,0
1673,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1674,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1675,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,55,air,0
1676,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,55,air,0
1677,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,45,air,0
1678,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1679,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1680,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1681,1,0,0,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,air,0
1682,0,0,1,0,153.1,31.6,85.5,71.6,36,10,0,2,58,290,298,440,86,67,0,64,70,car,2
1683,1,0,0,0,154.5,31.4,87.4,73.3,36,10,0,2,58,290,311,440,86,70,0,65,70,air,0
1684,1,0,0,0,154.5,31.4,87.4,73.3,36,10,0,2,58,290,311,440,86,70,0,65,70,air,0
1685,1,0,0,0,154.5,31.4,87.4,73.3,36,10,0,2,58,290,311,440,86,70,0,65,70,air,0
1686,1,0,0,0,154.5,31.4,87.4,73.3,36,10,0,2,58,290,311,440,86,70,0,65,70,air,0
1687,1,0,0,0,154.5,31.4,87.4,73.3,36,10,0,2,58,290,311,440,86,70,0,65,70,air,0
1688,1,0,0,0,154.5,31.4,87.4,73.3,36,10,0,2,58,290,311,440,86,70,0,65,70,air,0
1689,1,0,0,0,154.5,31.4,87.4,73.3,36,10,0,2,58,290,311,440,86,70,0,65,70,air,0
1690,0,0,1,0,178.5,32.76,108.68,83.65,45,7,0,3,69,370,361,431,98,70,0,70,35,car,2
1698,1,0,0,0,176.5,32.66,106.78,76.75,45,7,0,3,69,370,348,431,91,68,0,65,55,air,0
1699,1,0,0,0,183.05,32.81,107.73,74.2,45,7,0,3,69,370,354,431,91,63,0,52,70,air,0
1700,1,0,0,0,183.6,33.56,107.73,75.2,45,7,0,3,69,370,354,431,101,70,0,65,70,air,0
1701,1,0,0,0,184.5,33.26,107.73,75.7,45,7,0,3,69,370,354,431,96,75,0,67,55,air,0
1702,1,0,0,0,182.5,34.76,110.39,76.2,45,7,0,3,69,370,361,431,100,80,0,70,70,air,0
1703,1,0,0,0,182.85,32.26,109.06,77.7,45,7,0,3,69,370,355,431,104,65,0,70,70,air,0
1707,1,0,0,0,212.9,54.72,175.56,115.6,4,6,0,2,84,629,602,534,91,70,0,110,35,air,0
1708,0,0,1,0,146.3,24.96,60.61,53.6,6,8,0,3,60,183,219,263,105,110,0,83,35,car,2
1709,1,0,0,0,153.5,31.6,88.73,73.6,36,10,0,2,58,290,313,440,95,102,0,79,70,air,0
1710,1,0,0,0,153.5,31.6,88.73,73.6,36,10,0,2,58,290,313,440,95,102,0,79,70,air,0
1711,1,0,0,0,153.5,31.6,88.73,73.6,36,10,0,2,58,290,313,440,95,102,0,79,70,air,0
1712,1,0,0,0,153.5,31.6,88.73,73.6,36,10,0,2,58,290,313,440,95,102,0,79,70,air,0
1713,1,0,0,0,153.5,31.6,88.73,73.6,36,10,0,2,58,290,313,440,95,102,0,79,55,air,0
1714,0,0,0,1,183.45,32.81,110.96,76.2,45,7,0,3,69,370,369,431,100,98,0,67,15,train,3
1715,1,0,0,0,183.45,32.81,110.96,76.2,45,7,0,3,69,370,369,431,100,98,0,67,70,air,0
1716,1,0,0,0,186.5,34.26,111.91,79.2,45,7,0,3,69,370,375,431,115,115,0,85,55,air,0
1717,1,0,0,0,205.3,52.47,152.0,103.9,4,6,0,2,84,629,500,534,96,96,0,113,70,air,0
1724,0,0,0,1,151.3,18.71,40.66,42.2,6,4,0,5,60,119,152,109,98,95,0,100,45,train,3
1725,0,0,1,0,151.3,18.71,40.66,42.2,6,4,0,5,60,119,152,109,98,95,0,100,70,car,2
1726,0,0,1,0,151.3,19.31,32.49,37.6,6,4,0,2,60,119,120,96,108,82,0,90,45,car,2
1727,0,0,1,0,151.3,18.91,35.34,40.0,6,4,0,5,60,119,129,109,98,90,0,90,35,car,2
1728,0,0,1,0,151.3,26.11,50.35,45.2,6,8,0,5,60,183,195,109,98,110,0,100,70,car,2
1729,1,0,0,0,148.45,24.11,47.31,46.9,6,8,0,8,60,183,166,148,66,85,0,90,70,air,0
1730,0,0,1,0,148.45,24.11,47.31,46.9,6,8,0,8,60,183,166,148,66,85,0,90,36,car,2
1731,0,0,1,0,148.45,24.11,47.31,46.9,6,8,0,8,60,183,166,148,66,85,0,90,70,car,2
1732,0,0,1,0,169.9,29.79,80.56,53.8,36,2,0,3,58,304,272,238,128,125,0,85,70,car,2
1733,1,0,0,0,164.9,31.55,75.24,66.4,36,10,0,3,58,290,266,263,93,100,0,110,70,air,0
1734,0,0,1,0,164.9,31.55,75.24,66.4,36,10,0,3,58,290,266,263,93,100,0,110,70,car,2
1735,0,0,1,0,161.9,31.55,74.86,66.4,36,10,0,3,58,290,286,263,83,93,0,110,35,car,2
1736,0,0,0,1,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,35,train,3
1737,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1738,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1739,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1740,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,36,air,0
1741,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1742,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1743,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1744,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,55,air,0
1745,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1746,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,45,air,0
1747,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1748,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1749,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1750,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1751,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,55,air,0
1752,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1753,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,25,air,0
1754,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1755,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1756,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1757,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1758,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,35,air,0
1759,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1760,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,45,air,0
1761,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1762,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1763,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,35,air,0
1764,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,air,0
1765,1,0,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,45,air,0
1766,0,1,0,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,15,bus,1
1767,0,0,1,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,35,car,2
1768,0,0,1,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,car,2
1769,0,0,1,0,158.5,32.75,81.32,64.4,36,10,0,3,58,290,293,263,78,92,0,99,70,car,2
1770,1,0,0,0,159.9,32.55,83.22,66.1,36,10,0,3,58,290,306,263,78,95,0,100,70,air,0
1771,1,0,0,0,159.9,32.55,83.22,66.1,36,10,0,3,58,290,306,263,78,95,0,100,55,air,0
1772,0,0,1,0,159.9,32.55,83.22,66.1,36,10,0,3,58,290,306,263,78,95,0,100,55,car,2
1773,1,0,0,0,164.9,31.55,82.27,67.4,36,10,0,3,58,290,299,263,83,90,0,105,55,air,0
1774,1,0,0,0,191.9,33.91,112.29,81.2,45,7,0,5,69,370,383,304,98,105,0,115,70,air,0
1775,0,0,0,1,183.9,33.91,104.5,80.65,45,7,0,5,69,370,355,304,90,95,0,105,35,train,3
1776,1,0,0,0,183.9,33.91,104.5,79.2,45,7,0,5,69,370,355,304,90,100,0,110,35,air,0
1789,1,0,0,0,181.9,33.81,102.6,73.75,45,7,0,5,69,370,342,304,83,93,0,100,70,air,0
1790,1,0,0,0,181.9,33.81,102.6,73.75,45,7,0,5,69,370,342,304,83,93,0,100,70,air,0
1791,1,0,0,0,181.9,33.81,102.6,73.75,45,7,0,5,69,370,342,304,83,93,0,100,45,air,0
1792,1,0,0,0,181.9,33.81,102.6,73.75,45,7,0,5,69,370,342,304,83,93,0,100,70,air,0
1793,0,0,0,1,182.55,34.01,103.55,73.2,45,7,0,5,69,370,349,304,86,90,0,95,25,train,3
1794,1,0,0,0,182.55,34.01,103.55,73.2,45,7,0,5,69,370,349,304,86,90,0,95,70,air,0
1795,0,0,0,1,188.45,33.96,103.55,71.2,45,7,0,5,69,370,349,304,83,88,0,87,70,train,3
1796,0,0,0,1,188.45,33.96,103.55,71.2,45,7,0,5,69,370,349,304,83,88,0,87,55,train,3
1797,0,0,0,1,188.45,33.96,103.55,71.2,45,7,0,5,69,370,349,304,83,88,0,87,5,train,3
