company_id,company_name,industry,employee_count,is_partner
C101271,Alpha Trust,Software,1,1
C101272,Atlas Ltd,Legal,1,0
C101273,Summit Services,Legal,65,0
C101274,Wenita Rimu Ltd,Manufacturing,57,0
C101275,Kea Limited,Accounting,6,0
C101276,Wenita Harbour Limited,Education,33,1
C101277,Alpha Services,Retail,50,0
C101278,Atlas Partners,Manufacturing,25,0
C101279,Ohomairangi Partners,Education,58,0
C101280,Nimbus Services,Construction,1,0
C101281,Alpha Harbour Partners,Construction,1,0
C101282,Eurotec Summit Ltd,Manufacturing,1,0
C101283,Alpha Tui Co.,Retail,4,0
C101284,Rimu Ltd,Software,1,0
C101285,Kea Ltd,Software,60,0
C101286,Beta Limited,Accounting,15,0
C101287,Nimbus Kauri Trust,Legal,18,0
C101288,Summit Group,Education,30,0
C101289,Pivot Partners,Manufacturing,31,0
C101290,Kauri Group,Software,15,0
C101291,Nimbus Atlas Group,Accounting,50,0
C101292,Pivot Ltd,Retail,1,0
C101293,Beta Kea Holdings,Software,93,0
C101294,Nimbus Partners,Legal,1,0
C101295,Eurotec Ltd,Software,4,0
C101296,Rimu Wenita Holdings,Software,9,0
C101297,Kea Co.,Education,9,0
C101298,Alpha Partners,Accounting,31,0
C101299,Rimu Atlas Partners,Accounting,28,0
C101300,Tui Kauri Holdings,Manufacturing,19,0
C101301,Alpha Kauri Trust,Construction,1,1
C101302,Harbour Limited,Legal,48,0
C101303,Atlas Group,Retail,14,0
C101304,Kauri Duncan Air Group,Education,35,0
C101305,Atlas Holdings,Accounting,52,0
C101306,Ohomairangi Trust,Healthcare,20,0
C101307,Ohomairangi Services,Education,33,0
C101308,Eurotec Limited,Healthcare,1,0
C101309,Summit Services,Healthcare,22,0
C101310,Wenita Services,Software,1,0
C101311,Atlas Ltd,Education,31,0
C101312,Ohomairangi Rimu Co.,Education,3,0
C101313,Kea Trust,Construction,84,0
C101314,Summit Pivot Partners,Education,1,0
C101315,Summit Co.,Retail,8,0
C101316,Tui Co.,Accounting,34,0
C101317,Beta Trust,Construction,44,0
C101318,Beta Limited,Construction,1,0
C101319,Tui Trust,Manufacturing,54,0
C101320,Kauri Trust,Accounting,28,0
C101321,Harbour Ltd,Software,1,0
C101322,Kauri Co.,Education,32,0
C101323,Eurotec Services,Software,74,0
C101324,Ohomairangi Rimu Co.,Retail,33,0
C101325,Nimbus Group,Manufacturing,56,0
C101326,Eurotec Atlas Partners,Legal,29,0
C101327,Wenita Trust,Legal,56,0
C101328,Alpha Group,Healthcare,120,0
C101329,Duncan Air Co.,Retail,11,0
C101330,Pivot Co.,Education,1,0
C101331,Tui Limited,Healthcare,29,0
C101332,Alpha Services,Accounting,29,0
C101333,Rimu Tui Limited,Software,35,1
C101334,Kauri Partners,Retail,1,0
C101335,Wenita Limited,Retail,82,0
C101336,Kauri Holdings,Manufacturing,1,0
C101337,Tui Holdings,Software,44,0
C101338,Kauri Summit Limited,Retail,7,0
C101339,Summit Services,Software,11,0
C101340,Tui Services,Legal,10,0
C101341,Eurotec Group,Retail,1,0
C101342,Wenita Co.,Software,1,0
C101343,Wenita Alpha Holdings,Healthcare,54,0
C101344,Tui Limited,Education,50,0
C101345,Kea Beta Limited,Legal,8,0
C101346,Rimu Pivot Ltd,Software,67,0
C101347,Kea Co.,Education,32,0
C101348,Beta Wenita Group,Legal,8,0
C101349,Atlas Rimu Services,Healthcare,1,0
C101350,Kauri Kauri Ltd,Construction,31,0
C101351,Atlas Eurotec Ltd,Manufacturing,38,0
C101352,Rimu Ltd,Education,16,0
C101353,Atlas Limited,Retail,28,0
C101354,Nimbus Ltd,Accounting,32,0
C101355,Rimu Holdings,Construction,1,1
C101356,Alpha Kea Holdings,Construction,36,0
C101357,Kauri Group,Accounting,85,0
C101358,Kea Kea Holdings,Education,52,0
C101359,Beta Kea Partners,Healthcare,12,1
C101360,Alpha Co.,Education,14,0
C101361,Kea Ltd,Construction,27,0
C101362,Eurotec Services,Construction,12,0
C101363,Tui Limited,Legal,1,0
C101364,Atlas Group,Legal,47,0
C101365,Atlas Services,Construction,70,0
C101366,Nimbus Services,Retail,1,0
C101367,Alpha Holdings,Accounting,21,0
C101368,Tui Holdings,Retail,26,1
C101369,Tui Holdings,Healthcare,1,0
C101370,Rimu Services,Legal,42,0
C101371,Eurotec Harbour Trust,Accounting,44,0
C101372,Kea Holdings,Education,1,0
C101373,Atlas Wenita Holdings,Retail,9,0
C101374,Atlas Alpha Limited,Software,42,0
C101375,Rimu Kauri Limited,Healthcare,33,0
C101376,Duncan Air Holdings,Education,1,0
C101377,Rimu Rimu Co.,Healthcare,23,0
C101378,Nimbus Services,Education,17,0
C101379,Harbour Co.,Healthcare,76,0
C101380,Nimbus Co.,Healthcare,47,1
C101381,Ohomairangi Limited,Manufacturing,1,0
C101382,Wenita Kauri Trust,Retail,1,0
C101383,Beta Partners,Healthcare,32,0
C101384,Duncan Air Rimu Ltd,Accounting,56,0
C101385,Harbour Co.,Legal,1,0
C101386,Nimbus Limited,Retail,95,0
C101387,Kauri Holdings,Retail,1,0
C101388,Eurotec Partners,Software,5,1
C101389,Harbour Holdings,Education,3,0
C101390,Kea Ltd,Healthcare,22,0
C101391,Nimbus Nimbus Group,Accounting,57,0
C101392,Wenita Duncan Air Co.,Retail,2,0
C101393,Duncan Air Co.,Healthcare,1,0
C101394,Tui Pivot Co.,Manufacturing,19,0
C101395,Beta Partners,Healthcare,1,0
C101396,Wenita Harbour Trust,Accounting,80,1
C101397,Wenita Harbour Co.,Manufacturing,20,0
C101398,Kea Kauri Group,Education,1,0
C101399,Rimu Group,Education,28,1
C101400,Eurotec Rimu Trust,Retail,1,0
C101401,Beta Trust,Construction,49,0
C101402,Kea Alpha Holdings,Software,1,1
C101403,Alpha Atlas Ltd,Construction,29,0
C101404,Harbour Trust,Software,1,0
C101405,Duncan Air Partners,Legal,29,0
C101406,Atlas Co.,Retail,1,0
C101407,Alpha Services,Retail,1,0
C101408,Kauri Ltd,Construction,41,0
C101409,Kea Services,Software,7,0
C101410,Alpha Partners,Accounting,1,0
C101411,Atlas Services,Education,1,0
C101412,Nimbus Limited,Legal,1,0
C101413,Ohomairangi Limited,Retail,55,0
C101414,Kauri Ohomairangi Ltd,Healthcare,12,0
C101415,Ohomairangi Services,Healthcare,25,0
C101416,Summit Holdings,Education,36,0
C101417,Harbour Wenita Ltd,Healthcare,73,0
C101418,Harbour Trust,Education,16,0
C101419,Atlas Group,Software,1,0
C101420,Ohomairangi Holdings,Construction,6,0
C101421,Harbour Co.,Education,2,0
C101422,Beta Beta Limited,Legal,20,0
C101423,Kea Kauri Partners,Retail,1,0
C101424,Alpha Nimbus Holdings,Retail,51,0
C101425,Eurotec Group,Education,21,0
C101426,Ohomairangi Summit Partners,Healthcare,35,0
C101427,Kauri Trust,Healthcare,1,0
C101428,Ohomairangi Ltd,Legal,1,0
C101429,Wenita Services,Education,110,0
C101430,Harbour Ltd,Legal,52,0
C101431,Rimu Ltd,Healthcare,64,0
C101432,Tui Group,Accounting,1,0
C101433,Eurotec Co.,Retail,16,1
C101434,Tui Holdings,Retail,46,0
C101435,Alpha Trust,Software,40,0
C101436,Summit Services,Manufacturing,41,0
C101437,Atlas Alpha Partners,Construction,12,0
C101438,Kauri Co.,Retail,17,1
C101439,Summit Group,Accounting,8,0
C101440,Kea Co.,Healthcare,3,1
C101441,Summit Tui Group,Retail,3,0
C101442,Atlas Limited,Software,53,0
C101443,Kea Ltd,Construction,1,0
C101444,Atlas Atlas Holdings,Accounting,1,0
C101445,Beta Group,Retail,1,0
C101446,Harbour Trust,Healthcare,33,0
C101447,Kauri Co.,Accounting,31,0
C101448,Eurotec Services,Construction,1,0
C101449,Beta Holdings,Construction,20,0
C101450,Kauri Ltd,Software,29,0
C101451,Kauri Beta Trust,Accounting,10,0
C101452,Tui Kea Group,Retail,68,0
C101453,Pivot Duncan Air Trust,Software,18,0
C101454,Kea Partners,Education,8,1
C101455,Kauri Tui Holdings,Healthcare,1,0
C101456,Kea Tui Group,Retail,45,0
C101457,Harbour Services,Construction,35,0
C101458,Wenita Group,Education,69,0
C101459,Rimu Partners,Healthcare,45,0
C101460,Eurotec Harbour Co.,Accounting,47,0
C101461,Atlas Co.,Construction,19,0
C101462,Duncan Air Kea Trust,Healthcare,39,1
C101463,Rimu Co.,Construction,9,0
C101464,Pivot Wenita Trust,Software,47,0
C101465,Tui Nimbus Limited,Accounting,40,0
C101466,Harbour Group,Legal,40,0
C101467,Duncan Air Co.,Software,1,0
C101468,Atlas Pivot Group,Healthcare,49,0
C101469,Atlas Partners,Education,55,0
C101470,Summit Group,Software,78,0
C101471,Harbour Pivot Holdings,Manufacturing,20,0
C101472,Tui Harbour Partners,Construction,17,0
C101473,Nimbus Alpha Limited,Manufacturing,16,0
C101474,Ohomairangi Ltd,Retail,1,0
C101475,Atlas Limited,Retail,1,1
C101476,Ohomairangi Wenita Ltd,Retail,10,0
C101477,Duncan Air Ltd,Software,1,0
C101478,Duncan Air Holdings,Healthcare,76,0
C101479,Harbour Services,Retail,51,0
C101480,Kea Holdings,Construction,16,0
C101481,Atlas Nimbus Co.,Education,58,0
C101482,Atlas Ltd,Software,70,1
C101483,Summit Kea Trust,Legal,1,0
C101484,Wenita Group,Retail,16,0
C101485,Pivot Duncan Air Group,Retail,35,0
C101486,Kauri Trust,Education,1,0
C101487,Pivot Trust,Construction,30,0
C101488,Summit Group,Healthcare,5,0
C101489,Rimu Limited,Education,50,0
C101490,Harbour Wenita Partners,Accounting,35,0
C101491,Tui Limited,Retail,41,0
C101492,Atlas Group,Legal,25,0
C101493,Wenita Co.,Healthcare,1,0
C101494,Alpha Kauri Group,Legal,1,0
C101495,Kea Co.,Accounting,24,0
C101496,Summit Beta Co.,Education,1,0
C101497,Beta Ohomairangi Trust,Education,1,0
C101498,Summit Limited,Healthcare,47,0
C101499,Beta Kauri Co.,Accounting,79,0
C101500,Kauri Harbour Ltd,Education,33,0
C101501,Atlas Holdings,Education,30,0
C101502,Pivot Co.,Accounting,17,0
C101503,Harbour Holdings,Legal,47,0
C101504,Alpha Alpha Partners,Education,19,0
C101505,Tui Services,Legal,48,0
C101506,Atlas Alpha Group,Legal,1,0
C101507,Nimbus Partners,Education,67,0
C101508,Harbour Beta Limited,Healthcare,1,1
C101509,Duncan Air Holdings,Education,1,0
C101510,Beta Partners,Manufacturing,11,0
C101511,Alpha Group,Education,1,0
C101512,Duncan Air Partners,Legal,1,0
C101513,Harbour Pivot Ltd,Healthcare,40,0
C101514,Kauri Trust,Accounting,35,0
C101515,Ohomairangi Harbour Services,Construction,22,0
C101516,Harbour Co.,Retail,9,1
C101517,Nimbus Ltd,Software,12,0
C101518,Tui Trust,Education,18,0
C101519,Pivot Rimu Trust,Accounting,47,0
C101520,Tui Group,Manufacturing,31,0
C101521,Rimu Limited,Accounting,18,0
C101522,Kea Partners,Construction,83,0
C101523,Duncan Air Nimbus Trust,Legal,4,0
C101524,Alpha Partners,Education,22,0
C101525,Atlas Ohomairangi Limited,Retail,1,0
C101526,Atlas Atlas Holdings,Software,29,0
C101527,Eurotec Co.,Healthcare,48,0
C101528,Harbour Partners,Healthcare,35,0
C101529,Ohomairangi Kauri Holdings,Software,17,0
C101530,Tui Alpha Trust,Healthcare,66,0
C101531,Kauri Beta Co.,Education,1,0
C101532,Harbour Limited,Healthcare,17,0
C101533,Alpha Limited,Accounting,1,0
C101534,Alpha Group,Education,27,0
C101535,Eurotec Ltd,Construction,1,0
C101536,Ohomairangi Limited,Education,57,0
C101537,Tui Partners,Software,63,0
C101538,Wenita Tui Limited,Accounting,31,0
C101539,Ohomairangi Co.,Healthcare,12,1
C101540,Rimu Harbour Co.,Healthcare,10,0
C101541,Atlas Limited,Software,44,0
C101542,Beta Tui Partners,Construction,13,0
C101543,Duncan Air Ltd,Healthcare,14,0
C101544,Nimbus Group,Retail,51,0
C101545,Kea Limited,Manufacturing,61,0
C101546,Duncan Air Trust,Construction,39,0
C101547,Kauri Partners,Healthcare,1,0
C101548,Eurotec Services,Construction,49,0
C101549,Kea Kauri Group,Retail,45,0
C101550,Summit Co.,Legal,71,0
C101551,Pivot Services,Software,79,0
C101552,Harbour Limited,Retail,1,0
C101553,Beta Rimu Partners,Accounting,16,0
C101554,Kea Services,Healthcare,34,0
C101555,Ohomairangi Group,Manufacturing,19,0
C101556,Pivot Co.,Education,30,0
C101557,Wenita Wenita Group,Retail,45,0
C101558,Harbour Partners,Accounting,11,1
C101559,Ohomairangi Group,Accounting,1,0
C101560,Rimu Beta Ltd,Retail,36,0
C101561,Wenita Trust,Software,40,0
C101562,Eurotec Ltd,Manufacturing,33,0
C101563,Kauri Group,Accounting,31,0
C101564,Duncan Air Services,Manufacturing,55,0
C101565,Kauri Trust,Construction,7,0
C101566,Kauri Holdings,Retail,9,0
C101567,Pivot Limited,Software,10,0
C101568,Harbour Co.,Healthcare,52,0
C101569,Beta Beta Partners,Legal,34,1
C101570,Pivot Beta Limited,Education,1,0
C101571,Atlas Ltd,Education,1,0
C101572,Nimbus Ltd,Software,50,0
C101573,Kea Eurotec Trust,Retail,32,0
C101574,Harbour Partners,Healthcare,21,0
C101575,Beta Group,Accounting,12,0
C101576,Nimbus Ltd,Manufacturing,49,1
C101577,Wenita Holdings,Education,63,0
C101578,Eurotec Group,Legal,9,0
C101579,Harbour Ltd,Retail,30,0
C101580,Nimbus Limited,Healthcare,1,0
C101581,Eurotec Ohomairangi Trust,Construction,1,0
C101582,Kauri Trust,Healthcare,60,0
C101583,Wenita Eurotec Services,Manufacturing,41,0
C101584,Eurotec Services,Healthcare,99,0
C101585,Tui Co.,Retail,1,0
C101586,Kauri Services,Legal,1,0
C101587,Harbour Pivot Services,Manufacturing,21,0
C101588,Alpha Ltd,Education,13,0
C101589,Harbour Kauri Co.,Construction,1,0
C101590,Atlas Limited,Legal,1,0
C101591,Beta Group,Construction,34,0
C101592,Eurotec Co.,Education,16,0
C101593,Rimu Services,Construction,31,0
C101594,Kauri Summit Group,Education,21,0
C101595,Duncan Air Partners,Retail,31,0
C101596,Rimu Ohomairangi Ltd,Retail,19,0
C101597,Harbour Beta Trust,Software,67,0
C101598,Atlas Trust,Healthcare,31,0
C101599,Eurotec Trust,Healthcare,13,0
C101600,Summit Services,Healthcare,56,0
C101601,Ohomairangi Ltd,Education,18,1
C101602,Nimbus Group,Legal,1,0
C101603,Wenita Partners,Accounting,1,0
C101604,Kauri Services,Legal,85,0
C101605,Alpha Services,Healthcare,77,0
C101606,Nimbus Limited,Accounting,41,0
C101607,Kauri Co.,Education,106,0
C101608,Atlas Ltd,Legal,27,0
C101609,Ohomairangi Limited,Software,20,0
C101610,Harbour Partners,Legal,39,0
C101611,Duncan Air Group,Software,1,0
C101612,Nimbus Kauri Co.,Retail,15,0
C101613,Wenita Limited,Construction,67,0
C101614,Atlas Alpha Co.,Construction,1,0
C101615,Summit Pivot Ltd,Manufacturing,26,0
C101616,Eurotec Summit Co.,Construction,36,0
C101617,Duncan Air Services,Retail,56,0
C101618,Eurotec Co.,Accounting,73,0
C101619,Atlas Tui Trust,Retail,5,0
C101620,Duncan Air Harbour Ltd,Accounting,77,0
C101621,Wenita Partners,Legal,33,0
C101622,Harbour Holdings,Retail,40,0
C101623,Nimbus Co.,Healthcare,65,0
C101624,Wenita Group,Retail,54,0
C101625,Eurotec Kauri Limited,Retail,4,0
C101626,Tui Group,Legal,28,0
C101627,Nimbus Group,Accounting,37,0
C101628,Beta Co.,Accounting,24,0
C101629,Kea Group,Education,9,0
C101630,Rimu Pivot Holdings,Retail,30,0
C101631,Atlas Ltd,Construction,1,0
C101632,Beta Limited,Healthcare,12,0
C101633,Kea Holdings,Retail,87,0
C101634,Harbour Limited,Software,36,0
C101635,Kea Services,Healthcare,21,0
C101636,Kauri Atlas Ltd,Construction,119,0
C101637,Pivot Ltd,Healthcare,10,0
C101638,Beta Rimu Ltd,Accounting,1,0
C101639,Duncan Air Holdings,Accounting,19,0
C101640,Wenita Wenita Group,Manufacturing,22,0
C101641,Atlas Trust,Software,44,0
C101642,Pivot Co.,Education,24,0
C101643,Harbour Limited,Manufacturing,44,0
C101644,Wenita Summit Co.,Software,1,0
C101645,Nimbus Co.,Retail,47,0
C101646,Duncan Air Limited,Software,28,0
C101647,Tui Partners,Retail,31,1
C101648,Kea Harbour Group,Legal,25,0
C101649,Kea Beta Ltd,Legal,45,0
C101650,Rimu Services,Legal,55,0
C101651,Pivot Holdings,Construction,2,0
C101652,Duncan Air Limited,Retail,11,0
C101653,Alpha Eurotec Services,Software,1,1
C101654,Beta Beta Services,Healthcare,1,0
C101655,Alpha Atlas Ltd,Software,1,0
C101656,Harbour Ltd,Accounting,22,0
C101657,Harbour Trust,Manufacturing,29,0
C101658,Beta Partners,Software,2,0
C101659,Ohomairangi Limited,Legal,5,0
C101660,Rimu Alpha Ltd,Healthcare,45,0
C101661,Kauri Limited,Education,41,0
C101662,Ohomairangi Ltd,Accounting,21,0
C101663,Beta Trust,Legal,77,0
C101664,Harbour Trust,Healthcare,60,0
C101665,Kauri Co.,Software,6,0
C101666,Rimu Services,Software,51,0
C101667,Tui Eurotec Trust,Construction,21,0
C101668,Rimu Holdings,Construction,56,0
C101669,Summit Co.,Education,40,0
C101670,Ohomairangi Partners,Manufacturing,13,0
C101671,Kauri Rimu Partners,Retail,1,0
C101672,Pivot Holdings,Retail,34,0
C101673,Ohomairangi Limited,Healthcare,47,0
C101674,Beta Rimu Ltd,Software,27,0
C101675,Tui Limited,Construction,31,0
C101676,Harbour Pivot Co.,Legal,47,0
C101677,Wenita Co.,Education,32,0
C101678,Nimbus Trust,Software,10,1
C101679,Beta Rimu Limited,Accounting,23,0
C101680,Rimu Limited,Construction,15,0
C101681,Harbour Limited,Education,86,0
C101682,Tui Services,Education,34,0
C101683,Tui Ltd,Construction,42,0
C101684,Nimbus Services,Manufacturing,52,0
C101685,Kauri Group,Legal,1,0
C101686,Alpha Atlas Services,Retail,15,0
C101687,Atlas Eurotec Ltd,Legal,41,0
C101688,Summit Holdings,Software,67,0
C101689,Ohomairangi Holdings,Healthcare,60,0
C101690,Beta Trust,Legal,1,0
C101691,Summit Tui Partners,Software,39,1
C101692,Wenita Partners,Software,59,0
C101693,Harbour Ohomairangi Holdings,Healthcare,54,0
C101694,Nimbus Wenita Co.,Legal,28,0
C101695,Beta Trust,Software,37,0
C101696,Kauri Trust,Legal,47,0
C101697,Tui Holdings,Accounting,5,0
C101698,Ohomairangi Limited,Retail,35,0
C101699,Beta Ltd,Software,1,0
C101700,Atlas Kauri Trust,Healthcare,16,0
C101701,Alpha Rimu Trust,Construction,48,1
C101702,Harbour Partners,Accounting,40,0
C101703,Pivot Group,Construction,30,0
C101704,Wenita Rimu Co.,Construction,23,0
C101705,Atlas Atlas Co.,Retail,32,0
C101706,Duncan Air Trust,Manufacturing,9,0
C101707,Eurotec Group,Education,14,0
C101708,Rimu Trust,Manufacturing,58,0
C101709,Harbour Co.,Construction,44,0
C101710,Kea Partners,Software,4,0
C101711,Duncan Air Ltd,Retail,51,0
C101712,Duncan Air Tui Holdings,Legal,51,0
C101713,Eurotec Ohomairangi Co.,Healthcare,51,0
C101714,Eurotec Eurotec Services,Accounting,45,0
C101715,Nimbus Beta Trust,Software,37,0
C101716,Beta Ltd,Education,1,0
C101717,Duncan Air Atlas Group,Manufacturing,21,0
C101718,Duncan Air Ltd,Software,10,1
C101719,Duncan Air Beta Limited,Education,10,0
C101720,Ohomairangi Services,Retail,39,0
C101721,Ohomairangi Holdings,Manufacturing,30,0
C101722,Ohomairangi Limited,Retail,28,0
C101723,Rimu Group,Education,29,0
C101724,Atlas Beta Services,Legal,10,0
C101725,Harbour Ohomairangi Co.,Healthcare,1,1
C101726,Nimbus Co.,Accounting,18,0
C101727,Summit Ltd,Legal,21,0
C101728,Wenita Services,Manufacturing,42,0
C101729,Rimu Partners,Retail,26,0
C101730,Kauri Kea Partners,Software,13,0
C101731,Tui Co.,Construction,1,0
C101732,Harbour Services,Healthcare,1,0
C101733,Kauri Partners,Legal,1,0
C101734,Beta Ltd,Accounting,35,0
C101735,Duncan Air Atlas Services,Legal,10,0
C101736,Eurotec Holdings,Construction,39,0
C101737,Harbour Limited,Accounting,14,0
C101738,Ohomairangi Wenita Limited,Software,28,0
C101739,Kea Limited,Software,1,0
C101740,Nimbus Holdings,Education,24,0
C101741,Kauri Harbour Holdings,Construction,57,0
C101742,Atlas Limited,Education,41,1
C101743,Nimbus Limited,Legal,28,0
C101744,Duncan Air Services,Education,44,0
C101745,Nimbus Group,Construction,1,0
C101746,Ohomairangi Limited,Construction,50,0
C101747,Alpha Partners,Accounting,50,0
C101748,Duncan Air Trust,Retail,21,0
C101749,Beta Holdings,Manufacturing,14,0
C101750,Wenita Duncan Air Limited,Software,105,0
C101751,Harbour Tui Holdings,Legal,1,0
C101752,Rimu Pivot Partners,Accounting,26,0
C101753,Wenita Ltd,Legal,36,0
C101754,Nimbus Limited,Software,47,1
C101755,Pivot Rimu Partners,Retail,17,0
C101756,Duncan Air Holdings,Accounting,31,0
C101757,Nimbus Ohomairangi Co.,Accounting,22,0
C101758,Eurotec Harbour Group,Retail,13,0
C101759,Nimbus Duncan Air Partners,Legal,1,0
C101760,Alpha Holdings,Education,28,0
C101761,Eurotec Ltd,Accounting,27,0
C101762,Alpha Beta Ltd,Healthcare,2,0
C101763,Duncan Air Holdings,Manufacturing,34,0
C101764,Atlas Limited,Construction,87,0
C101765,Ohomairangi Partners,Education,57,0
C101766,Kea Trust,Education,1,0
C101767,Alpha Partners,Retail,21,0
C101768,Tui Limited,Education,74,0
C101769,Pivot Holdings,Construction,1,0
C101770,Kauri Ltd,Education,11,0
C101771,Summit Ohomairangi Ltd,Manufacturing,1,0
C101772,Ohomairangi Limited,Accounting,17,0
C101773,Harbour Services,Accounting,65,0
C101774,Atlas Co.,Accounting,20,0
C101775,Duncan Air Partners,Manufacturing,18,0
C101776,Eurotec Ltd,Legal,18,0
C101777,Duncan Air Ltd,Construction,1,0
C101778,Duncan Air Trust,Software,1,0
C101779,Harbour Summit Holdings,Healthcare,47,0
C101780,Atlas Tui Limited,Education,28,0
C101781,Tui Kea Trust,Manufacturing,1,0
C101782,Nimbus Ltd,Construction,9,0
C101783,Summit Services,Accounting,66,0
C101784,Kea Services,Education,1,1
C101785,Pivot Partners,Construction,46,0
C101786,Eurotec Tui Trust,Software,54,0
C101787,Alpha Holdings,Construction,55,0
C101788,Pivot Ohomairangi Services,Legal,71,1
C101789,Tui Trust,Accounting,37,0
C101790,Kea Ltd,Education,17,0
C101791,Rimu Holdings,Legal,34,0
C101792,Atlas Co.,Construction,1,0
C101793,Eurotec Partners,Legal,1,0
C101794,Kea Services,Manufacturing,12,1
C101795,Duncan Air Ltd,Construction,12,0
C101796,Pivot Partners,Education,1,0
C101797,Eurotec Atlas Limited,Construction,52,0
C101798,Nimbus Co.,Construction,46,1
C101799,Pivot Services,Legal,1,0
C101800,Tui Holdings,Legal,27,0
C101801,Wenita Limited,Education,76,0
C101802,Harbour Partners,Construction,3,0
C101803,Nimbus Holdings,Software,53,0
C101804,Ohomairangi Ohomairangi Group,Education,30,0
C101805,Tui Eurotec Trust,Legal,1,0
C101806,Harbour Pivot Group,Software,1,0
C101807,Alpha Group,Construction,1,0
C101808,Wenita Services,Construction,30,0
C101809,Beta Group,Retail,30,0
C101810,Harbour Holdings,Manufacturing,71,0
C101811,Nimbus Limited,Accounting,68,1
C101812,Summit Co.,Software,23,0
C101813,Wenita Group,Construction,1,0
C101814,Nimbus Kea Services,Retail,16,0
C101815,Eurotec Beta Holdings,Manufacturing,41,0
C101816,Pivot Duncan Air Co.,Manufacturing,13,0
C101817,Ohomairangi Wenita Holdings,Retail,48,0
C101818,Nimbus Partners,Construction,14,0
C101819,Rimu Group,Manufacturing,39,0
C101820,Nimbus Eurotec Limited,Education,16,0
C101821,Eurotec Group,Accounting,10,0
C101822,Duncan Air Pivot Holdings,Accounting,1,0
C101823,Nimbus Harbour Services,Healthcare,29,0
C101824,Beta Wenita Limited,Software,51,0
C101825,Tui Wenita Limited,Legal,2,0
C101826,Rimu Limited,Legal,39,0
C101827,Atlas Limited,Legal,47,0
C101828,Beta Duncan Air Partners,Education,48,0
C101829,Atlas Atlas Ltd,Education,1,0
C101830,Rimu Holdings,Manufacturing,1,0
C101831,Kauri Holdings,Construction,31,0
C101832,Wenita Holdings,Accounting,1,0
C101833,Alpha Co.,Manufacturing,38,0
C101834,Rimu Partners,Software,1,0
C101835,Duncan Air Trust,Software,10,0
C101836,Nimbus Partners,Software,19,0
C101837,Eurotec Trust,Retail,45,0
C101838,Atlas Co.,Construction,58,0
C101839,Harbour Group,Software,92,0
C101840,Nimbus Co.,Education,48,0
C101841,Harbour Ltd,Legal,29,0
C101842,Harbour Services,Retail,1,0
C101843,Kea Ltd,Manufacturing,64,0
C101844,Duncan Air Kauri Holdings,Construction,64,0
C101845,Alpha Ltd,Retail,11,0
C101846,Duncan Air Partners,Construction,4,0
C101847,Kauri Ohomairangi Co.,Education,1,0
C101848,Kea Kea Co.,Education,3,1
C101849,Eurotec Limited,Retail,17,0
C101850,Tui Tui Ltd,Education,1,1
C101851,Ohomairangi Co.,Retail,1,0
C101852,Tui Limited,Construction,67,0
C101853,Alpha Group,Construction,46,0
C101854,Rimu Trust,Legal,1,0
C101855,Beta Trust,Software,47,0
C101856,Rimu Co.,Manufacturing,1,0
C101857,Alpha Summit Co.,Legal,31,0
C101858,Summit Holdings,Accounting,7,0
C101859,Atlas Trust,Legal,38,0
C101860,Beta Limited,Healthcare,43,0
C101861,Harbour Nimbus Services,Education,94,1
C101862,Harbour Trust,Legal,29,0
C101863,Ohomairangi Ltd,Manufacturing,17,0
C101864,Eurotec Services,Software,8,0
C101865,Pivot Limited,Construction,65,0
C101866,Kauri Eurotec Ltd,Healthcare,9,0
C101867,Beta Ltd,Retail,23,0
C101868,Pivot Services,Healthcare,24,0
C101869,Harbour Tui Trust,Legal,1,0
C101870,Atlas Group,Healthcare,13,0
C101871,Kea Trust,Software,69,0
C101872,Duncan Air Group,Healthcare,1,1
C101873,Kauri Services,Construction,16,0
C101874,Wenita Rimu Holdings,Construction,1,1
C101875,Kauri Limited,Legal,18,0
C101876,Kea Ltd,Education,16,0
C101877,Tui Partners,Retail,79,0
C101878,Atlas Holdings,Construction,13,0
C101879,Nimbus Beta Group,Retail,17,0
C101880,Nimbus Trust,Software,25,0
C101881,Duncan Air Eurotec Group,Healthcare,27,0
C101882,Kea Limited,Accounting,60,0
C101883,Tui Limited,Education,66,0
C101884,Harbour Services,Legal,11,0
C101885,Ohomairangi Holdings,Healthcare,58,0
C101886,Wenita Group,Retail,1,0
C101887,Pivot Co.,Legal,12,0
C101888,Ohomairangi Services,Legal,22,0
C101889,Rimu Co.,Legal,4,0
C101890,Alpha Holdings,Software,12,0
C101891,Duncan Air Partners,Manufacturing,40,0
C101892,Tui Alpha Trust,Software,1,0
C101893,Alpha Nimbus Ltd,Software,84,0
C101894,Summit Group,Software,24,0
C101895,Kea Alpha Group,Healthcare,1,0
C101896,Harbour Ohomairangi Limited,Accounting,1,0
C101897,Tui Holdings,Accounting,41,0
C101898,Duncan Air Partners,Healthcare,58,0
C101899,Atlas Co.,Retail,2,0
C101900,Beta Holdings,Healthcare,23,0
C101901,Rimu Wenita Co.,Healthcare,12,0
C101902,Alpha Trust,Manufacturing,11,0
C101903,Beta Services,Construction,19,0
C101904,Wenita Beta Group,Legal,1,0
C101905,Rimu Partners,Software,1,0
C101906,Rimu Trust,Education,24,0
C101907,Tui Group,Manufacturing,1,0
C101908,Rimu Holdings,Manufacturing,38,0
C101909,Tui Limited,Software,12,0
