deal_id,company_id,deal_created_date,deal_close_date,status,product_code,product_name,channel,owner,deal_mrr,reopened_flag
D201135,C102086,2025-06-03,2025-06-05,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1870,0
D201136,C104297,2025-03-12,2025-05-28,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,awong,2398,0
D201137,C100119,2024-10-05,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,3261,0
D201138,C103786,2025-03-09,2025-03-21,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,6089,0
D201139,C102692,2025-03-22,,Open,PM,People Management,Direct,awong,371,0
D201140,C103098,2024-03-26,2024-06-20,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,5042,0
D201141,C103988,2024-09-08,2024-11-29,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,shao,814,0
D201142,C102965,2024-10-15,2024-10-24,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,4029,0
D201143,C100424,2024-03-18,,Open,PAYROLL_MPS,Managed Payroll,Direct,dinkster,2044,0
D201144,C102147,2024-07-03,2024-08-28,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,5081,0
D201145,C102324,2025-04-10,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1775,0
D201146,C100722,2025-05-30,,Open,PM,People Management,Direct,dinkster,2076,0
D201147,C102582,2024-10-02,2024-11-16,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1538,0
D201148,C102857,2025-04-10,2025-06-06,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,3528,0
D201149,C102050,2024-10-04,,Open,PAYROLL_MPS,Managed Payroll,Direct,unassigned,5736,0
D201150,C101726,2024-04-20,2024-04-27,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,,588,0
D201151,C102224,2024-08-02,,Open,PAYROLL_MPS,Managed Payroll,Partners,shao,1658,0
D201152,C102836,2025-01-26,,Open,PM,People Management,Partners,dinkster,1870,0
D201153,C101879,2024-09-05,2024-10-13,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,awong,2988,0
D201154,C102895,2025-03-31,2025-06-07,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,6000,0
D201155,C100099,2024-03-13,2024-05-24,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,unassigned,1530,0
D201156,C100145,2025-04-06,,Open,PM,People Management,Partners,shao,717,0
D201157,C103665,2024-04-11,,Open,ADD_ON_TKR,TKR Add-on,Partners,dt,1113,0
D201158,C100261,2024-05-15,2024-06-28,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,7917,0
D201159,C103267,2024-09-22,,Open,PM,People Management,Partners,mkoenen,537,0
D201160,C102092,2024-10-02,2024-12-03,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,0,0
D201161,C101604,2025-02-11,2025-03-07,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,574,0
D201162,C103213,2025-03-01,2025-04-06,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,awong,553,0
D201163,C100204,2024-09-10,2024-12-07,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,,6066,0
D201164,C100742,2024-12-04,2025-02-15,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,1149,0
D201165,C103094,2024-01-25,,Open,PAYROLL_MPS,Managed Payroll,Direct,awong,5569,0
D201166,C103129,2024-09-15,,Open,ADD_ON_TKR,TKR Add-on,Direct,awong,1207,0
D201167,C103712,2025-06-25,2025-09-13,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,5068,0
D201168,C104126,2024-09-20,2024-11-28,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1297,0
D201169,C102711,2025-01-14,2025-03-02,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,1129,0
D201170,C104825,2024-10-13,,Open,PAYROLL_DIY,Payroll DIY,Direct,dt,709,0
D201171,C104335,2024-10-16,2024-12-07,Closed Won,PM,People Management,Direct,shao,776,0
D201172,C101736,2024-01-26,2024-04-05,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen_tmp,7147,0
D201173,C101657,2025-03-20,,Open,PAYROLL_DIY,Payroll DIY,Partners,shao,3631,0
D201174,C101155,2024-07-26,2024-09-09,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,3054,0
D201175,C100433,2024-09-21,2024-12-12,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2215,0
D201176,C102494,2024-08-25,2024-10-05,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,1118,0
D201177,C103718,2025-03-01,,Open,PAYROLL_MPS,Managed Payroll,Partners,shao,5532,0
D201178,C103699,2024-04-27,2024-06-24,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1377,0
D201179,C101926,2024-12-24,,Open,PM,People Management,Partners,dt,3045,0
D201180,C102808,2024-06-25,2024-08-21,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,579,0
D201181,C101839,2024-06-13,,Open,PAYROLL_MPS,Managed Payroll,Partners,unassigned,1718,0
D201182,C102891,2024-03-04,2024-05-26,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1121,0
D201183,C101153,2024-08-16,2024-09-25,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,550,0
D201184,C104985,2024-12-18,2025-03-09,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dt,6685,0
D201185,C100141,2025-03-20,2025-05-25,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2874,0
D201186,C100218,2025-07-01,2025-07-12,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,2653,0
D201187,C104085,2025-03-29,2025-04-30,Closed Lost,PM,People Management,Partners,shao,1490,0
D201188,C103175,2024-05-27,2024-08-04,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,588,0
D201189,C102472,2025-06-19,2025-09-05,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,4201,0
D201190,C102169,2025-06-22,,Open,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1528,0
D201191,C104590,2025-04-21,2025-06-12,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,7057,0
D201192,C103830,2025-03-11,2025-04-04,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,5688,0
D201193,C103036,2024-03-14,2024-04-15,Closed Won,PM,People Management,Direct,unassigned,0,0
D201194,C102679,2024-01-08,2024-02-23,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,unassigned,1199,0
D201195,C102442,2024-04-27,2024-07-22,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,4788,0
D201196,C102344,2024-06-29,2024-07-16,Closed Lost,PM,People Management,Partners,shao,1232,0
D201197,C101548,2025-01-08,,Open,PM,People Management,Direct,mkoenen,456,0
D201198,C102146,2024-04-11,2024-06-25,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1179,0
D201199,C101387,2025-06-02,,Open,PAYROLL_MPS,Managed Payroll,Partners,dt,4547,0
D201200,C100811,2024-05-17,2024-05-27,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,2338,0
D201201,C104838,2024-04-08,2024-05-15,Closed Lost,PM,People Management,Partners,dt,-1667,0
D201202,C101575,2024-01-30,,Open,PAYROLL_MPS,Managed Payroll,Direct,dt,4132,0
D201203,C104553,2024-10-29,2025-01-26,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,5145,0
D201204,C101060,2025-06-21,2025-07-13,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,0,0
D201205,C100984,2025-06-22,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned_tmp,1840,0
D201206,C101259,2025-02-10,,Open,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1437,0
D201207,C100503,2024-03-05,,Open,ADD_ON_TKR,TKR Add-on,Direct,shao,1012,0
D201208,C103207,2024-06-20,2024-07-25,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,894,0
D201209,C101098,2024-06-19,,Open,PM,People Management,Direct,unassigned,955,0
D201210,C102509,2024-06-20,2024-08-09,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3663,0
D201211,C101881,2024-09-02,2024-11-09,Closed Won,PM,People Management,Partners,shao,1407,0
D201212,C104988,2024-04-09,,Open,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1187,0
D201213,C103353,2024-03-29,2024-06-12,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,1845,0
D201214,C103802,2025-06-04,2025-09-01,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2101,0
D201215,C103876,2024-06-14,2024-07-28,Closed Won,PM,People Management,Partners,dinkster,1312,0
D201216,C104527,2025-06-13,,Open,PM,People Management,Direct,mkoenen,1561,0
D201217,C100169,2024-03-23,2024-05-26,Closed Lost,PM,People Management,Direct,unassigned,524,0
D201218,C101055,2024-12-04,2025-03-04,Closed Won,PM,People Management,Partners,dt,-1071,0
D201219,C104604,2024-04-23,2024-05-21,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,1533,0
D201220,C100304,2024-01-05,2024-02-19,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2690,0
D201221,C103875,2025-05-11,,Open,PM,People Management,Partners,mkoenen,1908,0
D201222,C104353,2024-08-05,2024-08-22,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2126,0
D201223,C100659,2025-06-01,2025-07-05,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,2802,0
D201224,C102820,2025-04-12,2025-06-07,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,3928,0
D201225,C103147,2025-01-03,2025-02-27,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,434,0
D201226,C100913,2024-08-17,2024-08-24,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,3342,0
D201227,C104792,2024-09-28,2024-12-03,Closed Lost,PM,People Management,Partners,,1582,0
D201228,C100288,2024-12-02,2025-01-21,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,3694,0
D201229,C103226,2024-05-03,2024-07-25,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,962,0
D201230,C100845,2024-07-14,2024-10-05,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,6731,1
D201231,C100884,2025-01-21,2025-03-21,Closed Won,PM,People Management,Direct,mkoenen,-166,0
D201232,C102718,2024-06-07,2024-07-11,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,5624,0
D201233,C104233,2025-06-30,2025-09-03,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,797,0
D201234,C103763,2025-01-27,2025-03-09,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,1444,0
D201235,C100297,2024-01-29,,Open,PAYROLL_MPS,Managed Payroll,Direct,shao,3264,0
D201236,C102450,2024-03-04,2024-05-24,Closed Won,PM,People Management,Partners,dt,1788,0
D201237,C101397,2025-03-01,2025-03-31,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1465,0
D201238,C102855,2024-11-10,2024-12-11,Closed Won,PM,People Management,Partners,dt,1544,0
D201239,C102615,2025-05-26,2025-06-09,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,229,0
D201240,C101028,2025-06-10,,Open,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,5510,0
D201241,C104298,2024-03-17,2024-05-05,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2205,0
D201242,C101486,2025-01-19,,Open,PAYROLL_MPS,Managed Payroll,Direct,unassigned,3461,0
D201243,C104057,2024-02-08,,Open,PM,People Management,Direct,awong,370,0
D201244,C101865,2024-12-25,,Open,PAYROLL_DIY,Payroll DIY,Partners,shao,2560,0
D201245,C102555,2025-07-02,2025-08-21,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1400,0
D201246,C100291,2024-11-23,,Open,PM,People Management,Direct,awong,-3045,0
D201247,C102994,2025-06-27,,Open,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2593,0
D201248,C100292,2025-01-18,2025-04-14,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,4328,0
D201249,C102135,2024-08-02,2024-09-28,Closed Lost,PM,People Management,Partners,dt,1776,0
D201250,C101708,2024-07-26,,Open,PAYROLL_DIY,Payroll DIY,Partners,dt,1058,0
D201251,C102490,2024-09-14,2024-11-01,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2296,0
D201252,C102647,2025-06-12,2025-08-30,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dinkster,282,0
D201253,C101341,2024-07-25,2024-08-18,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,,827,0
D201254,C103519,2025-04-25,,Open,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2982,0
D201255,C101204,2024-02-20,,Open,PAYROLL_MPS,Managed Payroll,Partners,awong,5684,0
D201256,C100988,2024-10-03,2024-10-20,Closed Won,PM,People Management,Partners,dinkster,895,0
D201257,C100456,2024-01-16,2024-02-10,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,3480,0
D201258,C102727,2024-03-03,2024-05-05,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1411,0
D201259,C103365,2024-07-07,2024-10-05,Closed Lost,PM,People Management,Partners,unassigned,1727,0
D201260,C104883,2025-04-10,2025-05-27,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong_tmp,5321,0
D201261,C101945,2025-01-20,2025-03-24,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,6992,0
D201262,C101620,2025-03-15,2025-04-03,Closed Won,PM,People Management,Partners,dt,884,0
D201263,C102463,2024-07-17,,Open,PAYROLL_MPS,Managed Payroll,Direct,dinkster,145,0
D201264,C104342,2024-08-16,2024-08-27,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,3798,0
D201265,C102386,2024-02-13,,Open,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1672,0
D201266,C101268,2024-09-14,,Open,ADD_ON_TKR,TKR Add-on,Partners,unassigned,626,0
D201267,C102854,2024-02-05,2024-02-26,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,3028,0
D201268,C101919,2024-07-31,2024-09-27,Closed Lost,PM,People Management,Direct,unassigned,1642,0
D201269,C102195,2024-12-14,2025-01-30,Closed Lost,PM,People Management,Direct,dt,1260,0
D201270,C101843,2024-07-05,2024-10-01,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,awong,4762,0
D201271,C104120,2024-11-01,2024-12-30,Closed Won,PM,People Management,Partners,unassigned,1037,0
D201272,C103004,2025-01-24,,Open,PAYROLL_DIY,Payroll DIY,Partners,dt,0,0
D201273,C101414,2024-12-06,,Open,PM,People Management,Partners,unassigned,1569,0
D201274,C103014,2024-12-29,2025-01-21,Closed Lost,PM,People Management,Direct,shao,441,0
D201275,C104666,2024-09-28,,Open,PM,People Management,Partners,dinkster,1611,0
D201276,C102367,2024-11-28,,Open,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,4073,0
D201277,C101807,2024-11-01,,Open,PAYROLL_MPS,Managed Payroll,Partners,awong,3052,0
D201278,C100981,2024-02-14,2024-03-28,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1098,0
D201279,C101526,2024-06-16,,Open,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2955,0
D201280,C103590,2025-01-25,2025-02-15,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,1278,0
D201281,C100894,2024-05-18,2024-06-25,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2004,0
D201282,C102518,2024-01-21,2024-02-23,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,506,0
D201283,C104669,2024-06-26,,Open,PM,People Management,Direct,awong,1545,0
D201284,C101065,2024-03-16,2024-03-22,Closed Won,PM,People Management,Direct,awong,1293,0
D201285,C102592,2024-02-09,2024-02-11,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,527,0
D201286,C102720,2025-02-16,2025-04-02,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2296,0
D201287,C100857,2024-12-08,2024-12-19,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,874,0
D201288,C100916,2024-02-06,2024-04-29,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,awong,979,0
D201289,C100295,2025-05-23,2025-06-02,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,3234,0
D201290,C101448,2024-11-03,,Open,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1271,0
D201291,C100319,2024-04-11,2024-06-25,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dt,6782,0
D201292,C100482,2024-01-27,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1037,0
D201293,C101513,2025-06-12,2025-07-22,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,0,0
D201294,C101570,2024-11-01,2024-11-07,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,4421,0
D201295,C103225,2025-03-23,,Open,PAYROLL_DIY,Payroll DIY,Direct,awong,3913,0
D201296,C101111,2025-04-24,2025-05-29,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,unassigned,3067,0
D201297,C104040,2024-01-04,2024-01-22,Closed Won,PM,People Management,Direct,dt,905,0
D201298,C101793,2024-07-14,2024-07-27,Closed Lost,PM,People Management,Partners,dt,698,0
D201299,C103173,2024-06-16,2024-08-13,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,921,0
D201300,C104605,2025-03-04,,Open,ADD_ON_TKR,TKR Add-on,Direct,awong,721,0
D201301,C101478,2025-05-03,2025-07-04,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,7314,0
D201302,C104878,2024-12-20,2025-02-09,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,,502,0
D201303,C100398,2024-02-24,2024-03-01,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,1187,0
D201304,C103037,2025-03-17,,Open,PM,People Management,Direct,dt,1484,0
D201305,C100394,2025-01-15,2025-02-08,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1992,0
D201306,C102543,2025-07-03,2025-09-05,Closed Won,PM,People Management,Direct,shao,738,0
D201307,C103917,2025-03-21,2025-05-08,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,2025,0
D201308,C102723,2025-04-01,2025-06-26,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,4237,0
D201309,C101744,2025-03-10,2025-05-21,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1311,0
D201310,C100614,2024-11-19,2025-02-12,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,988,0
D201311,C100211,2024-07-31,2024-08-12,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1802,0
D201312,C102106,2024-04-09,,Open,ADD_ON_TKR,TKR Add-on,Direct,dt,348,0
D201313,C102896,2024-04-26,,Open,ADD_ON_TKR,TKR Add-on,Direct,,903,0
D201314,C104908,2024-02-19,2024-05-05,Closed Won,PM,People Management,Partners,unassigned,1779,0
D201315,C101083,2025-03-17,2025-04-30,Closed Won,PM,People Management,Direct,shao,1911,0
D201316,C103377,2024-12-30,2025-03-15,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,unassigned,508,0
D201317,C104719,2024-08-10,,Open,ADD_ON_TKR,TKR Add-on,Partners,dinkster,615,0
D201318,C101911,2024-10-28,2024-12-20,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2568,0
D201319,C103094,2024-02-07,2024-02-15,Closed Lost,PM,People Management,Partners,dinkster,468,0
D201320,C101770,2024-04-17,2024-05-15,Closed Won,PM,People Management,Direct,unassigned,1021,0
D201321,C101286,2024-07-26,2024-10-19,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,awong,2977,0
D201322,C103303,2024-01-05,,Open,ADD_ON_TKR,TKR Add-on,Direct,,486,0
D201323,C101311,2024-11-13,2024-12-31,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,954,0
D201324,C100340,2024-11-03,2025-01-23,Closed Lost,PM,People Management,Direct,unassigned,607,0
D201325,C103088,2025-02-03,2025-02-06,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2450,0
D201326,C103313,2024-12-04,,Open,PAYROLL_MPS,Managed Payroll,Direct,awong,4581,0
D201327,C100855,2024-02-13,,Open,ADD_ON_TKR,TKR Add-on,Partners,awong,810,0
D201328,C101850,2024-09-01,,Open,PM,People Management,Partners,awong,510,0
D201329,C100712,2025-06-04,2025-08-07,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1019,0
D201330,C102527,2024-08-15,2024-09-02,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,850,0
D201331,C102727,2024-12-08,2025-01-19,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,1134,0
D201332,C101801,2025-02-05,,Open,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,4165,0
D201333,C100763,2025-03-20,2025-04-09,Closed Lost,PM,People Management,Partners,mkoenen,1687,0
D201334,C101280,2024-09-27,2024-11-20,Closed Lost,PM,People Management,Partners,awong,659,0
D201335,C103168,2024-03-10,2024-04-30,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,2065,0
D201336,C100493,2024-03-03,,Open,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,6809,0
D201337,C103494,2024-05-09,2024-06-10,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,461,0
D201338,C100994,2024-10-16,2024-11-10,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,115,0
D201339,C103535,2024-12-16,2025-01-14,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,661,0
D201340,C100113,2024-08-27,,Open,PAYROLL_MPS,Managed Payroll,Partners,dinkster,2774,0
D201341,C100402,2024-09-25,2024-11-07,Closed Won,PM,People Management,Partners,mkoenen,1498,0
D201342,C100091,2024-03-10,,Open,ADD_ON_TKR,TKR Add-on,Partners,unassigned,498,0
D201343,C101202,2025-06-15,2025-07-31,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,4754,0
D201344,C103818,2024-09-02,2024-10-12,Closed Won,PM,People Management,Direct,dinkster,1664,0
D201345,C103475,2025-06-11,2025-09-09,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1780,0
D201346,C102517,2025-03-25,,Open,PAYROLL_DIY,Payroll DIY,Direct,dinkster,0,0
D201347,C101004,2025-02-17,2025-04-21,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,4816,0
D201348,C100164,2024-08-08,,Open,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2199,0
D201349,C104469,2025-06-19,2025-09-10,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,967,0
D201350,C103804,2024-07-04,2024-09-06,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,1414,0
D201351,C102943,2025-04-16,2025-05-29,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,unassigned,1261,0
D201352,C100451,2024-01-27,,Open,PAYROLL_MPS,Managed Payroll,Partners,awong,4188,0
D201353,C100785,2024-03-08,2024-04-18,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,5863,0
D201354,C100015,2025-04-06,,Open,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,210,0
D201355,C103204,2024-10-31,2025-01-10,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,1776,0
D201356,C102955,2024-09-07,2024-09-30,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1484,0
D201357,C104823,2025-01-01,,Open,ADD_ON_TKR,TKR Add-on,Partners,awong,384,0
D201358,C104365,2024-05-08,2024-06-03,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,4576,0
D201359,C103244,2025-04-27,2025-07-02,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,dt,5957,0
D201360,C102555,2024-11-12,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1815,0
D201361,C104624,2024-05-22,2024-07-10,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,shao,224,0
D201362,C101148,2024-03-19,2024-04-11,Closed Won,PM,People Management,Partners,dinkster,1341,0
D201363,C101388,2024-03-02,2024-03-29,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,awong,446,0
D201364,C104850,2025-06-01,2025-08-17,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,3089,0
D201365,C103488,2024-03-21,2024-03-29,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,616,0
D201366,C102212,2025-03-06,2025-03-17,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,6176,0
D201367,C100882,2024-05-02,,Open,PM,People Management,Partners,dt,1203,0
D201368,C104734,2024-03-24,,Open,ADD_ON_TKR,TKR Add-on,Direct,dt,1338,0
D201369,C101924,2025-01-23,2025-03-27,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,326,0
D201370,C104440,2024-07-27,,Open,PAYROLL_DIY,Payroll DIY,Direct,awong,2090,0
D201371,C101775,2025-03-02,2025-04-21,Closed Won,PM,People Management,Direct,dt,1355,0
D201372,C104037,2024-07-31,2024-08-01,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,1184,0
D201373,C102817,2025-03-18,2025-04-27,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dt,0,0
D201374,C102707,2024-11-26,2024-12-09,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,460,0
D201375,C102369,2024-04-12,2024-07-03,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,7297,0
D201376,C103247,2025-02-13,2025-05-12,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,2469,0
D201377,C100350,2024-09-24,2024-10-19,Closed Lost,PM,People Management,Direct,,416,0
D201378,C104808,2024-05-26,2024-08-04,Closed Won,PM,People Management,Partners,dt,1515,0
D201379,C101688,2024-03-25,2024-05-12,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,344,0
D201380,C100636,2024-07-12,2024-07-15,Closed Won,PM,People Management,Direct,,1449,0
D201381,C100274,2024-01-03,2024-02-08,Closed Won,PM,People Management,Partners,unassigned,1320,0
D201382,C102054,2025-06-02,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2841,0
D201383,C102958,2025-03-17,2025-04-21,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,870,0
D201384,C100501,2024-03-05,,Open,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1435,0
D201385,C100788,2024-11-11,2024-12-11,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,3668,0
D201386,C103369,2024-03-19,2024-05-08,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,784,0
D201387,C100187,2024-05-05,2024-07-19,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,781,0
D201388,C101574,2025-02-01,2025-02-14,Closed Won,PM,People Management,Direct,dinkster,1522,0
D201389,C100456,2024-11-17,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned_tmp,2752,0
